ticker,title
KXNFLANYTD,Pro Football Anytime Touchdown
KXNFLASSCOACH,NFL Assistant Coach of the Year
KXNFLCELEBRITYGAME,Pro Football Celebrity Flag Football Game
KXNFLCOACH,NFL Coach of the Year
KXNFLCOMBINE,NFL Combine
KXNFLCOMBINE40,Pro Football Combine Fastest 40 Time
KXNFLCOMBO,NFL COMBO
KXNFLCOMEBACK,Pro Football Comeback
KXNFLCONTRACTSIZE,Pro Football Next Contract Size
KXNFLCOTY,AP Pro Football Coach Of The Year
KXNFLCPOTY,AP Pro Football Comeback Player of the Year
KXNFLDEPTHPOSITIONCLEQB2,QB2 CLE
KXNFLDPOTY,AP Pro Football Defensive Player Of The Year
KXNFLDPOY,NFL Defensive Player of the Year
KXNFLDRAFT1,NFL Draft First Pick
KXNFLDRAFT1ST,Make the 1st pick in NFL Draft
KXNFLDRAFTCAT,Pro Football Draft Category
KXNFLDRAFTCOMPARE,NFL Draft Comparison
KXNFLDRAFTDB,Pro Football Defensive Back Drafted
KXNFLDRAFTDT,Pro Football Defensive Tackle Drafted
KXNFLDRAFTEAMPOS,Will team draft a position across round
KXNFLDRAFTEDGE,Pro Football Edge Drafted
KXNFLDRAFTLB,Pro Football Linebacker Drafted
KXNFLDRAFTMATCHUP,Pro Football Draft Matchup
KXNFLDRAFTOL,Pro Football Offensive Line Drafted 
KXNFLDRAFTOU,Will Player be drafted before or after pick?
KXNFLDRAFTPICK,NFL Draft Pick
KXNFLDRAFTQB,Pro Football Quarterback Drafted
KXNFLDRAFTRB,Pro Football Running Back Drafted
KXNFLDRAFTTE,Pro Football Tight End Drafted
KXNFLDRAFTTEAM,Pro Football Team Draft
KXNFLDRAFTTEAMPOS,Which team will draft a quarterback in specific round?
KXNFLDRAFTTOP,Pro Football Top Draft
KXNFLDRAFTWR,Pro Football Wide Receiver Drafted 
KXNFLDROTY,AP Pro Football Defensive Rookie of the Year
KXNFLDROY,NFL Defensive Rookie of the Year
KXNFLDSTTD,Pro Football D/ST Touchdown
KXNFLEXACTWINSARI,Pro football exact wins Arizona
KXNFLEXACTWINSATL,Pro football exact wins Atlanta
KXNFLEXACTWINSBAL,Pro football exact wins Baltimore
KXNFLEXACTWINSBUF,Pro football exact wins Buffalo
KXNFLEXACTWINSCAR,Pro football exact wins Carolina
KXNFLEXACTWINSCHI,Pro football exact wins Chicago
KXNFLEXACTWINSCIN,Pro football exact wins Cincinnati
KXNFLEXACTWINSCLE,Pro football exact wins Cleveland
KXNFLEXACTWINSDAL,Pro football exact wins Dallas
KXNFLEXACTWINSDEN,Pro football exact wins Denver
KXNFLEXACTWINSDET,Pro football exact wins Detroit
KXNFLEXACTWINSGB,Pro football exact wins Green Bay
KXNFLEXACTWINSHOU,Pro football exact wins Houston
KXNFLEXACTWINSIND,Pro football exact wins Indianapolis
KXNFLEXACTWINSJAC,Pro football exact wins Jacksonville
KXNFLEXACTWINSKC,Pro football exact wins Kansas City
KXNFLEXACTWINSLA,Pro football exact wins Los Angeles R
KXNFLEXACTWINSLAC,Pro football exact wins Los Angeles C
KXNFLEXACTWINSLV,Pro football exact wins Las Vegas
KXNFLEXACTWINSMIA,Pro football exact wins Miami
KXNFLEXACTWINSMIN,Pro football exact wins Minnesota
KXNFLEXACTWINSNE,Pro football exact wins New England
KXNFLEXACTWINSNO,Pro football exact wins New Orleans
KXNFLEXACTWINSNYG,Pro football exact wins New York G
KXNFLEXACTWINSNYJ,Pro football exact wins New York J
KXNFLEXACTWINSPHI,Pro football exact wins Philadephia
KXNFLEXACTWINSPIT,Pro football exact wins Pittsburgh
KXNFLEXACTWINSSEA,Pro football exact wins Seattle
KXNFLEXACTWINSSF,Pro football exact wins San Francisco
KXNFLEXACTWINSTB,Pro football exact wins Tampa Bay
KXNFLEXACTWINSTEN,Pro football exact wins Tennessee
KXNFLEXACTWINSWAS,Pro football exact wins Washington
KXNFLEXECOTY,Pro Football Executive of the Year
KXNFLFANTASYMOST,Pro Football Most Fantasy Points
KXNFLFIRSTPICK,First Pick in NFL Draft
KXNFLFIRSTTD,Pro Football First Touchdown
KXNFLFIRSTTDTIME,Pro Football First Touchdown Time
KXNFLGAME,Professional Football Game
KXNFLGAMEFG,Pro Football Field Goals
KXNFLGAMESACK,Pro Football Sacks
KXNFLGAMETD,Pro Football Touchdowns
KXNFLGAMETO,Pro Football Turnovers
KXNFLGPICKENSCONTRACT,Pro Football George Picken's Next Contract Size
KXNFLHIGHSCOREQ,Pro Football Highest Scoring Quarter
KXNFLHIRECOACH,NFL hire coach
KXNFLLARGELEAD,Pro Football Largest Lead
KXNFLLARGESTLEAD,Pro Football Largest Lead
KXNFLLASTPICKPOS,NFL Last Pick of the Draft Position
KXNFLLEADCHANGE,Pro Football Lead Changes
KXNFLLEADERPINT,Pro Football P INT Leader
KXNFLLONGESTTD,Pro Football Longest Touchdown
KXNFLMOSTRECYDS,Pro Football Most Receiving Yards
KXNFLMOSTRSHYDS,Pro Football Most Rushing Yards
KXNFLMVP,AP Pro Football Regular Season MVP
KXNFLNEXTTD,Pro Football Next TD scorer
KXNFLNFCCHAMP,National Football Conference Champion
KXNFLNFCEAST,National Football Conference East Winner
KXNFLNFCNORTH,National Football Conference North Winner
KXNFLNFCSOUTH,National Football Conference South Winner
KXNFLNFCWEST,National Football Conference West Winner
KXNFLNONQBPASS,Pro Football Non-QB Passes
KXNFLNOSCOREQ,Pro Football Scoreless Quarter
KXNFLOPOTY,AP Pro Football Offensive Player Of The Year
KXNFLOPOY,NFL Offensive Player of the Year
KXNFLOROTY,AP Pro Football Offensive Rookie of the Year
KXNFLOROY,NFL Offensive Rookie of the Y ear
KXNFLOT,Pro Football Overtime
KXNFLPASSTDS,Pro Football player Passing Touchdowns
KXNFLPASSYDS,Pro Football player Passing Yards
KXNFLPLAYOFF,Pro Football Playoff Qualifiers
KXNFLPREPACK,MVE NFL Pre Pack
KXNFLPREPACK1HFT,MVE NFL Pre Pack
KXNFLPREPACK1Q1H,MVE NFL Pre Pack
KXNFLPREPACK2ML,MVE NFL Pre Pack
KXNFLPREPACK3ML,MVE NFL Pre Pack
KXNFLPREPACKSGP,MVE NFL Pre Pack
KXNFLPREPACKSGPSPREAD,MVE NFL Pre Pack
KXNFLPRIMETIME,Pro Football Primetime Games
KXNFLPROBOWL,Pro Football Pro Bowl
KXNFLPROBOWLWIN,Pro Football Pro Bowl Game
KXNFLPROOTY,Pro Football Protector of the Year
KXNFLREBOOT,Reboot Rules
KXNFLREC,Pro Football Player Receptions
KXNFLRECYDS,Pro Football player Receiving Yards
KXNFLRECYDSRECORD,NFL Regular Season Receiving Yards Record
KXNFLREDZONEADS,NFL Redzone ads
KXNFLREDZONEBRANDADS,Redzone week 1 brand ads
KXNFLRSHYDS,Pro Football player Rushing Yards
KXNFLSACKRECORD,NFL Regular Season Sack Record
KXNFLSAFETY,Pro Football Safeties
KXNFLSBMVP,Pro Football Championship MVP
KXNFLSBMVPDEF,Defensive Player Championship MVP
KXNFLSBMVPPOS,Pro Football Championship MVP Position
KXNFLSBMVPQB,Non QB Championship MVP
KXNFLSDRAFTTOP,Will player be drafted Top X in Supplemental Draft
KXNFLSEASONPASSYDS,Pro Football Season Passing Yards
KXNFLSEASONRECYDS,Pro Football Season Receiving Yards
KXNFLSEASONRSHYDS,Pro Football Season Rushing Yards
KXNFLSEASONRUSHYDS,Pro Football Season Rushing Yards
KXNFLSHORTESTTD,Pro Football Shortest Touchdown
KXNFLSPREAD,Pro Football Spread
KXNFLSUPDRAFTPICK,Will Player declare for supplemental draft
KXNFLTEAM1POS,What position will Team select with first pick
KXNFLTEAMFIRSTTD,Pro Football First Touchdown
KXNFLTEAMTOTAL,Pro Football Team Total Points
KXNFLTOTAL,Pro Football Total Points
KXNFLTRADE,NFL Trade
KXNFLWINMARGIN,Pro Football Win Margin
KXNFLWINS,Pro Football Wins
KXNFLWINS-ARI,Pro football wins Arizona
KXNFLWINS-ATL,Pro football wins Atlanta
KXNFLWINS-BAL,Pro football wins Baltimore
KXNFLWINS-BUF,Pro football wins Buffalo
KXNFLWINS-CAR,Pro football wins Carolina
KXNFLWINS-CHI,Pro football wins Chicago
KXNFLWINS-CIN,Pro football wins Cincinnati
KXNFLWINS-CLE,Pro football wins Cleveland
KXNFLWINS-DAL,Pro football wins Dallas
KXNFLWINS-DEN,Pro football wins Denver
KXNFLWINS-DET,Pro football wins Detroit
KXNFLWINS-GB,Pro football wins Green Bay
KXNFLWINS-HOU,Pro football wins Houston
KXNFLWINS-IND,Pro football wins Indianapolis
KXNFLWINS-JAC,Pro football wins Jacksonville
KXNFLWINS-KC,Pro football wins Kansas City
KXNFLWINS-LA,Pro football wins Los Angeles R
KXNFLWINS-LAC,Pro football wins Los Angeles C
KXNFLWINS-LV,Pro football wins Las Vegas
KXNFLWINS-MIA,Pro football wins Miami
KXNFLWINS-MIN,Pro football wins Minnesota
KXNFLWINS-NE,Pro football wins New England
KXNFLWINS-NO,Pro football wins New Orleans
KXNFLWINS-NYG,Pro football wins New York G
KXNFLWINS-NYJ,Pro football wins New York J
KXNFLWINS-PHI,Pro football wins Philadelphia
KXNFLWINS-PIT,Pro football wins Pittsburgh
KXNFLWINS-SEA,Pro football wins Seattle
KXNFLWINS-SF,Pro football wins San Francisco
KXNFLWINS-TB,Pro football wins Tampa Bay
KXNFLWINS-TEN,Pro football wins Tennessee
KXNFLWINS-WAS,Pro football wins Washington
KXNHL,Stanley Cup
KXNHL1STTEAM,All NHL First Team
KXNHL30COMEBACK,NHL 3-0 Series Comeback
KXNHL4NATIONS,4 nations face off
KXNHLADAMS,NHL Jack Adams Award
KXNHLANYGOAL,Pro Hockey Goalscorer
KXNHLAST,Pro Hockey Assists
KXNHLATLANTIC,NHL Atlantic Division Winner
KXNHLCALDER,NHL Calder Memorial Trophy
KXNHLCENTRAL,NHL Central Division Winner
KXNHLDRAFTPICK,Pro Hockey Draft Pick
KXNHLEAST,Eastern Conference Championship
KXNHLFINALSEXACT,NHL Championship Series Score
KXNHLFIRSTGOAL,Pro Hockey First Goal
KXNHLGAME,NHL Game
KXNHLGOAL,Pro Hockey Goalscorer
KXNHLHART,NHL Hart Memorial Trophy
KXNHLMETROPOLITAN,NHL Metropolitan Division Winner
KXNHLMVP,NHL Hart Memorial Trophy Winner
KXNHLNEXTGM,Next NHL GM
KXNHLNORRIS,NHL James Norris Memorial Trophy
KXNHLOVERTIME,NHL Overtime
KXNHLPACIFIC,NHL Pacific Division Winner
KXNHLPLAYOFF,Playoff Qualifier
KXNHLPLAYOFFGOALS,NHL Playoffs Goal Leader (by Round)
KXNHLPRES,NHL President's Trophy Winner
KXNHLPTS,Pro Hockey Points
KXNHLRETIRE,NHL Retire
KXNHLRICHARD,"NHL Maurice ""Rocket"" Richard Trophy"
KXNHLROSS,NHL Art Ross Trophy
KXNHLSAVES,Pro Hockey Saves
KXNHLSERIES,NHL Series Winner
KXNHLSERIESGAMES,NHL Series Total Games
KXNHLSERIESSCORE,NHL Series Exact Score
KXNHLSERIESSPREAD,NHL Series Game Spread
KXNHLSPREAD,NHL Spread
KXNHLTOTAL,NHL Goal Total
KXNHLVEZINA,NHL Vezina Trophy
KXNHLWEST,Western Conference Champion
KXNHLWINS,NHL wins 
KXNIKOAWPMAJOR,NiKo AWP Major
KXNLGAME,National League Game
KXNLMOTY,DO NOT USE
KXNLMVP,AL MVP
KXNORWAYCHESS,Norway Chess Tournament
KXNPB,NPB Champion
KXNPBGAME,Japan NPB Game
KXNPBSPREAD,NPB Spread
KXNRLCHAMP,National Rugby League Champion
KXNWSL,NWSL Champion
KXNWSLGAME,NWSL Game
KXNYGCOACH,New York G Next Coach
KXNYKCOACH,KNICKS
KXNZNBLGAME,New Zealand NBL Game
KXO13MENSINGLES,Open 13 (Marseille) Mens' Singles
KXODIMATCH,Men's ODI Cricket Match
KXODINVCTFINALS,Odin VCT finals
KXOHTANIMVPCY,Shohei Ohtani MVP and Cy Young
KXOKSTCOACH,Oklahoma State Next Coach
KXOLDESTCUT,Oldest Player to make the Cut
KXOLEMISSATTENDANCE,Ole Miss Attendance Record
KXOVERWATCH,Overwatch Tournament Winner
KXOW,Overwatch Tournament Champion
KXOWGAME,Overwatch Game
KXOWGRRANK,Will Player be ranked Top 10 on OWGR rankings
KXPAULBELLFIGHT,Paul vs Bell
KXPAVIAPRESEASON,Pavia Preseason
KXPERLIGA1,Peru Liga 1
KXPERLIGA1GAME,Peru Liga 1 Game
KXPERSONUNRETIRE,Person to Come out of Retirement
KXPFAPOY,PFA Player of The Year
KXPGA,PGA Championship
KXPGA3BALL,PGA 3-Ball
KXPGA5BALL,PGA 5-Ball
KXPGAAGECUT,Oldest to make the cut
KXPGABIRDIES,PGA Golf Birdies
KXPGABOGEYFREE,Will Golfer Record a bogey free round
KXPGAC,Golfers to Participate in the PGA championship
KXPGACAT,PGA Golf Category Leader
KXPGACURRY,Steph Curry PGA
KXPGACUTLINE,PGA What Will the Cut Line Be
KXPGAEAGLE,Player to Record an Eagle in Round
KXPGAGOLFERSCORE,Golf Round Strokes
KXPGAH2H,PGA Head-to-Head Matchups
KXPGAHOLE,Will the player win the hole matchup
KXPGAHOLEINONE,PGA Hole in One
KXPGAHOLESCORE,PGA Hole Score
KXPGALOWSCORE,PGA Lowest Round Score
KXPGAMAJOR,PGA Major Wins
KXPGAMAJORTOP10,PGA Top 10 for All 4 Majors
KXPGAMAJORWIN,PGA Major Winner
KXPGAMAKECUT,PGA To Make Cut
KXPGAMASTERS,Golfers to Participate in the Masters
KXPGAPLAYERCAT,PGA Player Category
KXPGAPLAYOFF,Golf Playoff
KXPGAR1LEAD,PGA Round 1 Leader
KXPGAR1TOP10,PGA Round 1 Top 10 FInishers
KXPGAR1TOP20,PGA Round 1 Top 20 FInishers
KXPGAR1TOP5,PGA Round 1 Top 5 FInishers
KXPGAR2LEAD,PGA Round 2 Leader
KXPGAR2TOP10,PGA Round 2 Top 10 FInishers
KXPGAR2TOP5,PGA Round 2 Top 5 Finishers
KXPGAR3LEAD,PGA Round 3 Leader
KXPGAR3TOP10,PGA Round 3 Top 10 Finishers
KXPGAR3TOP5,PGA Round 3 Top 5 Finishers
KXPGAREGION,PGA Region Winner
KXPGARETURN,PGA Returning Players
KXPGAROUNDBIRDIES,Golf Round Birdies
KXPGAROUNDSCORE,Golf Round Scores
KXPGARYDER,Ryder Cup
KXPGARYDERCUPD1,Ryder Cup Day 1 Winner
KXPGARYDERCUPD2,Ryder Cup Day 2 Winner
KXPGARYDERCUPD3,Ryder Cup Day 3 Winner
KXPGARYDERMATCH,PGA Ryder Cup Matchups
KXPGARYDERTOP,Ryder Cup Top Points Scorer
KXPGARYDERTOP3,Ryder Cup Top 3 Points Scorer
KXPGASOLHEIM,Solheim Cup
KXPGASTROKEMARGIN,PGA Stroke Margin
KXPGATIGER,Tiger Woods PGA
KXPGATOP10,PGA Top 10 Finisher
KXPGATOP20,PGA Top 20 Finisher
KXPGATOP40,PGA Top 40 Finisher
KXPGATOP5,PGA Top 5 Finisher
KXPGATOUR,PGA Tour
KXPGAWIN,Golfer to Win
KXPGAWINMARGIN,PGA Win Margin
KXPGAWINNERREGION,PGA Tournament Winner Region
KXPGAWINNERWITHOUT,PGA Winner Without
KXPGAWINNINGSCORE,PGA Winning Score
KXPGLBUCH,Who will win the PGL Masters Bucharest 2025
KXPGLMASTERSBUCHAREST,Who will win the PGL Masters Bucharest 2025
KXPHILIPRIVERSNFL,Philips Rivers Play This Year
KXPHOENIXOPEN,Phoenix Open
KXPICKLEBALL,pickleball
KXPICKLEBALLGAMES,Pickle Ball Games
KXPLAYEROPTION,Player option
KXPLAYEROPTIONNBA,player option nba
KXPLAYTOGETHERJBJT,Tatum and Brown Celtics
KXPLAYWC,Player World Cup
KXPLL,PLL Champion
KXPLLGAME,PLL Game
KXPPL,Pro Padel League
KXPPLGAMES,PPL games
KXPREMCHAMP,Gallagher Premiership Champion
KXPREMDARTS,Premier League Darts Champion
KXPREMIERLEAGUE,PREMIER LEAGUE
KXPRESCUP,President's Cup
KXPRYLIGA1GAME,delete
KXPSASQUASH,Professional Squash Association (PSA) World Championships
KXPSL,Pakistan Super League (PSL) Winner
KXPSLGAME,Pakistan Super League Cricket Game
KXPSUCOACH,Penn State Next Coach
KXPUBG,PUBG Tournament Winner
KXPUBGGC,PUBG Global Championship 2025
KXQEMOMENSSINGLES,Qatar ExxonMobil Open
KXQOWOMENSINGLES,Qatar Open Women's Singles
KXQSTARSGAME,Qatar Stars League
KXQUADRUPLEDOUBLE,Quadruple Double
KXR6,R6 Tournament Winner
KXR6GAME,R6 Game
KXR6MAP,R6 Map Winner
KXRANKLISTAICODE,AI Coding
KXRANKLISTAPPREALSPORTS,"Will 'Real Sports' be a top 10 sports app before Nov 15th, 2025?"
KXRANKLISTBONK,Bonk top 100 currencies by end of year
KXRANKLISTCS2PLAYER,HLTV Player of Year
KXRANKLISTCS2TEAM,HLTV Team of the Year
KXRANKLISTFFDST,TOP FANTASY FOOTBALL D ST
KXRANKLISTFFK,TOP FANTASY FOOTBALL K
KXRANKLISTFFQB,TOP FANTASY FOOTBALL QB
KXRANKLISTFFRB,TOP FANTASY FOOTBALL RB
KXRANKLISTFFTE,TOP FANTASY FOOTBALL TE
KXRANKLISTFFWR,TOP FANTASY FOOTBALL WR
KXRANKLISTIBD,IBD League Tables
KXRANKLISTKAITO,Which exchange will have the highest mindshare this week?
KXRANKLISTKG,Will Ken Griffin be the top donator on <date>?
KXRANKLISTREALSPORTS,Real Sports Top 10 App
KXRANKLISTSUI,Sui top 10
KXREBOOT,Reboot
KXRECORDNBABEST,Best Pro Basketball Record
KXRECORDNFLBEST,best football record
KXRECORDNFLWORST,worst football record
KXRELOCATIONCHI,Chicago Football Relocation
KXRLGAME,Rocket League Game
KXRMALEAVE,Leave Real Madrid
KXRMAPLAYTOGETHER,Real Madrid Play Together
KXROCKETLEAGUE,Rocket League Tournament Winner
KXROCKETLEAGUEGAME,Rocket League Game
KXROMENSDOUBLES,Rio Open men Doubles
KXROMENSSINGLES,Rio Open
KXROSTERT1,Roster T1
KXROWING,Rowing race winner
KXRUGBYESLMATCH,England Super League Rugby Match
KXRUGBYFRA14MATCH,Rugby French 14 Match
KXRUGBYGPREMMATCH,Gallagher Prem Match
KXRUGBYMLRMATCH,Major League Rugby Match
KXRUGBYNRLMATCH,Rugby NRL Match
KXRYDERCUP,Ryder Cup 
KXRYDERCUPCAPTAIN,Ryder Cup Captain
KXSAGRANDSLAM,Freestyle Chess Grand Slam Final
KXSAILGP,SailGP Championship
KXSAILGPRACE,Sail GP Race
KXSALMONRUN,Seattle Mariners Salmon Run
KXSAUDIPLGAME,Saudi Pro League Game
KXSAUDIPLSPREAD,Saudi Pro League Game
KXSAUDIPLTOTAL,Saudi Pro League Total
KXSB,Super Bowl
KXSBMENTION,SB mention
KXSCOTTIESLAM,Scottie grand slam
KXSCOTTISHPREMGAME,Scottish Premiership Game
KXSECREG,SEC Regular Season Champions
KXSELLTWINS,Minnesota Twins sale
KXSERIEA,Serie A 
KXSERIEA1H,Serie A First Half Winner
KXSERIEA1HBTTS,1st Half BTTS
KXSERIEA1HSPREAD,1st Half Spread
KXSERIEA1HTOTAL,1st Half Total
KXSERIEABTTS,Serie A BTTS
KXSERIEAGAME,Serie A Game
KXSERIEARELEGATION,Serie A Relegation
KXSERIEASPREAD,Serie A Spread
KXSERIEATOP4,Serie A Top 4 Finishers
KXSERIEATOTAL,Serie A Total
KXSERIEBGAME,Serie B Game
KXSFSPELLINGBEE,SF Inaugural Spelling Bee Winner?
KXSHAI20PTREC,Shai 20+ Point Streak
KXSHLGAME,SHL Game
KXSINQUEFIELDCHESS,CHESS SINQUEFIELD
KXSIXKINGSMATCH,Six Kings Slam Match
KXSIXKINGSQUARTER,Six Kings Slam Quarterfinals
KXSIXKINGSSEMI,Six Kings Slam Semifinals
KXSIXKINGSSLAM,Six Kings Slam Winner
KXSIXKINGSSLAMMATCH,Six Kings Slam Match
KXSIXNATIONS,Six Nations Champion
KXSIXNATIONSMATCH,Six Nations Rugby Match
KXSLGREECE,Super League Greece Winner
KXSLGREECEGAME,Super League Greece Game
KXSLRCHAMP,England Super League Champion
KXSOCCERBTTS,Soccer Both Team to Score
KXSOCCERJOIN,Soccer Next Team
KXSOCCERLEAVE,Soccer Leave Role
KXSOCCERPLAYCRON,Cristiano Ronaldo world cup
KXSOCCERPLAYMESSI,Messi World Cup
KXSOCCERSPREAD,Soccer Spread
KXSOCCERTOTAL,Soccer Goal Total
KXSOCCERTRANSFER,Soccer Transfer
KXSONICS,Blazers become Sonics
KXSORONDO,Rajon Rando Summer Olympics Flag Football
KXSPEEDCHESS,Speed Chess
KXSPELLINGBEE,Who will win the SF Inaugural Spelling Bee
KXSPORTSIGNAHOR,Al Horford
KXSPORTSIGNINSPIRED,Inspired
KXSPORTSIGNLBJ,LeBron James sign
KXSPORTSIGNPEREZ,Perez
KXSPORTSOWNERLBJ,LBJ owning team
KXSQUASHMATCH,Pro Squash Match
KXSSHIELDMATCH,Sheffield Shield Match
KXSTANCOACH,Stanford Next Coach
KXSTARLADDERBUDAPESTMAJOR,Who wil win the StarLadder Budapest Major 2025
KXSTARTCIN,Joe Burrow Week 12
KXSTARTCLEBROWNS,Cleveland Browns starter
KXSTARTIND,iNDIANAPOLIS WEEK 1 QB
KXSTARTINGQBWEEK1,NFL Starting QB Week 1
KXSTARTNO,NEW ORLEANS WEEK 1 QB
KXSTARTNOSAINTS,NEW ORLEANS WEEK 1 QB
KXSTARTNOTREDAME,NOTREDAME WEEK 1 QB
KXSTARTNYG,NEW YORK G WEEK 1 QB
KXSTARTNYJ,new york jets week 1 qb
KXSTEPHDEAL,Steph Curry Endorsement Deal
KXSTEPHPARTERNSHIP,Stephen Curry Partnership
KXSTEPHSHOEDEAL,Steph Curry Shoe Deal
KXSUMOWIN,Sumo Tournament Winner
KXSUPDRAFTPICK,Will player announce that he will enter Supplemental Draft
KXSUPERLIG,Turkish Super Lig Champion
KXSUPERLIGGAME,Turkish Super Lig Game
KXSURF,Surfing
KXSWIFTATTEND,NFL Attendance Swift
KXSWISSLEAGUEGAME,Swiss Super League Game
KXSYNTHETIXTRADINGCOMP,Synthetix Trading Competition
KXT20FIRST10,T20 First 10 Overs Winner
KXT20FIRST15,T20 First 15 Overs Winner
KXT20FIRST6,T20 First 6 Overs Winner
KXT20FOUR,T20 Total Fours
KXT20MATCH,Men's T20 Cricket Match
KXT20SIX,T20 Total Sixes
KXT20SIXES,Cricket Number of Sixes
KXT20TEAMTOTAL,T20 Team Total Runs
KXT20TOTAL,T20 Total Runs
KXT20WORLDCUP,T20 World Cup Winner
KXTABLETENNIS,Table Tennis Match
KXTACAPORTADVANCE,Taca de Portugal To Advance
KXTACAPORTGAME,Taca de Portugal Game
KXTACAPORTSPREAD,Taca de Portugal Game
KXTACAPORTTOTAL,Taca de Portgual Total
KXTALLSHIPRACE,Tall Ship Race Winner
KXTATUMRETURN,When Will Jayson Tatum Play His Next Game
KXTEAMSINNBAEF,Teams in NBA Eastern Conference Finals
KXTEAMSINNBAF,Teams in NBA Finals
KXTEAMSINNBAWF,Teams in NBA Western Conference Finals
KXTEAMSINSB,Teams in Super Bowl
KXTEAMSINSC,Teams in Stanley Cup
KXTEAMSINUCL,Champions League Final Matchup
KXTEAMSINWS,Teams in MLB Finals
KXTENCOACH,Tennessee Next Coach
KXTENNCOACH,Tennessee Pro Football Team Next Coach
KXTENNISEXHIBITION,Tennis Exhibition Match
KXTENNISGRANDSLAM,Tennis Grand Slam
KXTENNISMAJORDJOKOVIC,Djokovic major
KXTESTMATCH,Men's Test Cricket Match
KXTGLCHAMPION,TGL Champion
KXTGLMATCH,TGL Golf Match
KXTHAIL1,Thai 1 League
KXTHAIL1GAME,Thai League 1 Game
KXTHEOPEN,The Open Championship
KXTIGERMASTERS,Will Tiger Woods play in the Masters
KXTNCBASKETBALL,TNC Basketball
KXTOP3NBADRAFT,NBA Draft Top 3
KXTORONTOULTRACHAMPIONSHIP,Dota 2 at 2025 Esports World Cup
KXTOURDEFRANCE,Tour de France winner
KXTRADEOFFNBA,Pro basketball trades offseason
KXTRADEOFFNFL,Pro football trades offseason
KXTRANSFERCOUNTRM,Real Madrid transfer count
KXTRINITYRODMANNWSL,Trinity Rodman NWSL
KXTRUMPGOLF,Trump US gold championship
KXTTELITEGAME,TT Elite Series Table Tennis Game
KXTULNCOACH,Tulane Next Coach
KXTUSHPUSH,Tush Push ban
KXUABCOACH,UAB Next Coach
KXUAEPLGAME,UAE Pro League
KXUCL,UEFA Champions League
KXUCL16,Champions League round of 16
KXUCL16BVBSPO,Champions League round of 16 - BVB SPO
KXUCL16PSGSTB,Champions League round of 16 - PSG STB
KXUCL16PSVJUV,Champions League round of 16 - PSV JUV
KXUCL16RMAMCI,Champions League round of 16 - RMA MCI
KXUCL1H,Champions League First Hal Winner
KXUCL1HBTTS,UCL Half BTTS
KXUCL1HSPREAD,UCL First Half Spread
KXUCL1HTOTAL,UCL 1st Half Total
KXUCL8,Champion's League to Round of 8
KXUCLACOACH,UCLA Next Coach
KXUCLADVANCE,Champions League Advance
KXUCLAST,UCL Assists
KXUCLBOTTOM,UCL League Phase Bottom of Table
KXUCLBTTS,Champions League BTTS
KXUCLCORNERS,UCL Corners
KXUCLFINALIST,UCL Advance to the Finals
KXUCLFIRSTGOAL,UCL First Goalscorer
KXUCLGAME,UEFA Champions League Game
KXUCLGOAL,UCL Goalscorer
KXUCLMOV,UCL Method of Advancing
KXUCLRO16,UCL Advance to Round of 16
KXUCLRO4,UCL Advance to Round of 4
KXUCLRO8,UCL Advance to Round of 8
KXUCLROUND,Champion's League Round
KXUCLSAVE,UCL Goalkeeper Saves
KXUCLSHOT,UCL Shots
KXUCLSOA,UCL Score or Assist
KXUCLSOT,UCL Shots or Target
KXUCLSPREAD,Champions League Spread
KXUCLTCORNERS,Champions League Team Corners
KXUCLTEAMSHOT,UCL Team Shots
KXUCLTEAMSOT,UCL Team Shots on Target
KXUCLTEAMTOTAL,UCL Team Total
KXUCLTOP,UCL League Phase Top of Table
KXUCLTOP8,UCL League Phase Top 8 Finishers
KXUCLTOTAL,Champions League Total Goals
KXUCLW,Champions League Women's
KXUCLWGAME,Champions League Women's Game
KXUECL,UEFA Conference League Winner
KXUECL1H,Conference League 1H
KXUECLADVANCE,Conference League Advance
KXUECLBTTS,Conference League BTTS
KXUECLGAME,UEFA Conference League Game
KXUECLSPREAD,Conference League Spread
KXUECLTOTAL,Conference League Total
KXUEFACL,UEFA Champions League
KXUEFACLTOPGOAL,UEFA CL Top Goal Scorer
KXUEFAGAME,UEFA Soccer Games
KXUEFAISRAELBAN,UEFA Israel Ban
KXUEFANLGAME,UEFA Nations League Game
KXUEFASUPERCUP,UEFA Super Cup Winner
KXUEL,Europa Leauge champion
KXUEL16AJAUSG,Europa League round of 16 - AJA USG
KXUEL16BOGTWE,Europa League round of 16 -  BOG TWE
KXUEL16FCSBPAOK,Europa League round of 16 - FCSB PAOK
KXUEL16FTCRSO,Europa League round of 16 - FTC RSO
KXUEL16GALAZA,Europa League round of 16 - GAL AZA
KXUEL16ROMFCP,Europa League round of 16 - ROM FCP
KXUEL16RSCFEN,Europa League round of 16 - RSC FEN
KXUEL16RSOFCM,Europa League round of 16 - RSO FCM
KXUEL16TWEVIK,Europa League round of 16 - TWE VIK
KXUEL16VIKFTC,Europa League round of 16 - VIK FTC
KXUEL1H,Europa League 1st Half
KXUELADVANCE,Europa League Advance
KXUELBTTS,Europa League BTTS
KXUELGAME,UEFA Europa League Game
KXUELSPREAD,Europa League Spread
KXUELTOTAL,Europa League Total
KXUFA,Ultimate Frisbee Association Champion
