tourney_year_id,tourney_order,tourney_type,tourney_name,tourney_id,tourney_slug,tourney_location,tourney_date,year,tourney_start_day,tourney_start_month,tourney_start_year,tourney_end_day,tourney_end_month,tourney_end_year,tourney_surface,tourney_url_suffix
2025-8994,36,ATP 250,Mallorca,8994,mallorca,"Mallorca, Spain","22 - 28 June, 2025",2025,22,6,2025,28,6,2025,,/en/tournaments/mallorca/8994/overview
2025-741,37,ATP 250,Eastbourne,741,eastbourne,"Eastbourne, Great Britain","23 - 28 June, 2025",2025,23,6,2025,28,6,2025,,/en/tournaments/eastbourne/741/overview
2025-540,38,Grand Slam,Wimbledon,540,wimbledon,"London, Great Britain","30 June - 13 July, 2025",2025,30,6,2025,13,7,2025,,/en/tournaments/wimbledon/540/overview
2025-7480,39,ATP 250,Los Cabos,7480,los-cabos,"Los Cabos, Mexico","14 - 19 July, 2025",2025,14,7,2025,19,7,2025,,/en/tournaments/los-cabos/7480/overview
2025-316,40,ATP 250,Bastad,316,bastad,"Bastad, Sweden","14 - 20 July, 2025",2025,14,7,2025,20,7,2025,,/en/tournaments/bastad/316/overview
2025-314,41,ATP 250,Gstaad,314,gstaad,"Gstaad, Switzerland","14 - 20 July, 2025",2025,14,7,2025,20,7,2025,,/en/tournaments/gstaad/314/overview
2025-439,42,ATP 250,Umag,439,umag,"Umag, Croatia","20 - 26 July, 2025",2025,20,7,2025,26,7,2025,,/en/tournaments/umag/439/overview
2025-418,43,ATP 500,Washington,418,washington,"Washington, United States","21 - 27 July, 2025",2025,21,7,2025,27,7,2025,,/en/tournaments/washington/418/overview
2025-319,44,ATP 250,Kitzbuhel,319,kitzbuhel,"Kitzbuhel, Austria","21 - 26 July, 2025",2025,21,7,2025,26,7,2025,,/en/tournaments/kitzbuhel/319/overview
2025-421,45,Masters 1000,ATP Masters 1000 Canada,421,montreal,"Toronto, Canada","27 July - 7 August, 2025",2025,27,7,2025,7,8,2025,,/en/tournaments/montreal/421/overview
2025-422,46,Masters 1000,ATP Masters 1000 Cincinnati,422,cincinnati,"Cincinnati, United States","7 - 18 August, 2025",2025,7,8,2025,18,8,2025,,/en/tournaments/cincinnati/422/overview
2025-6242,47,ATP 250,Winston-Salem,6242,winston-salem,"Winston-Salem, United States","17 - 23 August, 2025",2025,17,8,2025,23,8,2025,,/en/tournaments/winston-salem/6242/overview
2025-560,48,Grand Slam,US Open,560,us-open,"New York, United States","24 August - 7 September, 2025",2025,24,8,2025,7,9,2025,,/en/tournaments/us-open/560/overview
2025-8097,49,undefined,Davis Cup Qualifiers 2nd Rd,8097,davis-cup-qualifiers-2nd-rd,"Multiple Locations,","12 - 14 September, 2025",2025,12,9,2025,14,9,2025,,/en/tournaments/davis-cup-qualifiers-2nd-rd/8097/overview
2025-7581,50,ATP 250,Chengdu,7581,chengdu,"Chengdu, China","17 - 23 September, 2025",2025,17,9,2025,23,9,2025,,/en/tournaments/chengdu/7581/overview
2025-4713,51,ATP 250,Hangzhou,4713,hangzhou,"Hangzhou, China","17 - 23 September, 2025",2025,17,9,2025,23,9,2025,,/en/tournaments/hangzhou/4713/overview
2025-9210,52,Laver Cup,Laver Cup,9210,laver-cup,"San Francisco, United States","19 - 21 September, 2025",2025,19,9,2025,21,9,2025,,/en/tournaments/laver-cup/9210/overview
2025-329,53,ATP 500,Tokyo,329,tokyo,"Tokyo, Japan","24 - 30 September, 2025",2025,24,9,2025,30,9,2025,,/en/tournaments/tokyo/329/overview
2025-747,54,ATP 500,Beijing,747,beijing,"Beijing, China","25 September - 1 October, 2025",2025,25,9,2025,1,10,2025,,/en/tournaments/beijing/747/overview
2025-5014,55,Masters 1000,ATP Masters 1000 Shanghai,5014,shanghai,"Shanghai, China","1 - 12 October, 2025",2025,1,10,2025,12,10,2025,,/en/tournaments/shanghai/5014/overview
2025-9410,56,ATP 250,Almaty,9410,almaty,"Almaty, Kazakhstan","13 - 19 October, 2025",2025,13,10,2025,19,10,2025,,/en/tournaments/almaty/9410/overview
2025-7485,57,ATP 250,Brussels,7485,brussels,"Brussels, Belgium","13 - 19 October, 2025",2025,13,10,2025,19,10,2025,,/en/tournaments/brussels/7485/overview
2025-429,58,ATP 250,Stockholm,429,stockholm,"Stockholm, Sweden","13 - 19 October, 2025",2025,13,10,2025,19,10,2025,,/en/tournaments/stockholm/429/overview
2025-337,59,ATP 500,Vienna,337,vienna,"Vienna, Austria","20 - 26 October, 2025",2025,20,10,2025,26,10,2025,,/en/tournaments/vienna/337/overview
2025-328,60,ATP 500,Basel,328,basel,"Basel, Switzerland","20 - 26 October, 2025",2025,20,10,2025,26,10,2025,,/en/tournaments/basel/328/overview
2025-352,61,Masters 1000,ATP Masters 1000 Paris,352,paris,"Paris, France","27 October - 2 November, 2025",2025,27,10,2025,2,11,2025,,/en/tournaments/paris/352/overview
2025-5100,62,ATP 250,Athens,5100,athens,"Athens, Greece","2 - 8 November, 2025",2025,2,11,2025,8,11,2025,,/en/tournaments/athens/5100/overview
2025-341,63,ATP 250,Metz,341,metz,"Metz, France","2 - 8 November, 2025",2025,2,11,2025,8,11,2025,,/en/tournaments/metz/341/overview
2025-605,64,ATP Finals,Nitto ATP Finals,605,nitto-atp-finals,"Turin, Italy","9 - 16 November, 2025",2025,9,11,2025,16,11,2025,,/en/tournaments/nitto-atp-finals/605/overview
2025-8099,65,undefined,Davis Cup Finals,8099,davis-cup-finals,"Bologna, Italy","18 - 23 November, 2025",2025,18,11,2025,23,11,2025,,/en/tournaments/davis-cup-finals/8099/overview
2025-7696,66,Next Gen Finals,Next Gen ATP Finals,7696,next-gen-atp-finals,"Jeddah, Saudi Arabia","17 - 21 December, 2025",2025,17,12,2025,21,12,2025,,/en/tournaments/next-gen-atp-finals/7696/overview
2026-339,2,ATP 250,Brisbane International presented by ANZ,339,brisbane,"Brisbane, Australia","4 - 11 January, 2026",2026,4,1,2026,11,1,2026,,/en/tournaments/brisbane/339/overview
2026-336,3,ATP 250,Bank of China Hong Kong Tennis Open,336,hong-kong,"Hong Kong, Hong Kong","5 - 11 January, 2026",2026,5,1,2026,11,1,2026,,/en/tournaments/hong-kong/336/overview
2026-8998,4,ATP 250,Adelaide International,8998,adelaide,"Adelaide, Australia","12 - 17 January, 2026",2026,12,1,2026,17,1,2026,,/en/tournaments/adelaide/8998/overview
2026-301,5,ATP 250,ASB Classic,301,auckland,"Auckland, New Zealand","12 - 17 January, 2026",2026,12,1,2026,17,1,2026,,/en/tournaments/auckland/301/overview
2026-580,6,Grand Slam,Australian Open,580,australian-open,"Melbourne, Australia","18 January - 1 February, 2026",2026,18,1,2026,1,2,2026,,/en/tournaments/australian-open/580/overview
2026-375,7,ATP 250,Open Occitanie,375,montpellier,"Montpellier, France","2 - 8 February, 2026",2026,2,2,2026,8,2,2026,,/en/tournaments/montpellier/375/overview
2026-8096,8,undefined,Davis Cup Qualifiers 1st Rd,8096,davis-cup-qualifiers-1st-rd,"Multiple Locations,","5 - 8 February, 2026",2026,5,2,2026,8,2,2026,,/en/tournaments/davis-cup-qualifiers-1st-rd/8096/overview
2026-424,9,ATP 500,Nexo Dallas Open,424,dallas,"Dallas, United States","9 - 15 February, 2026",2026,9,2,2026,15,2,2026,,/en/tournaments/dallas/424/overview
2026-407,10,ATP 500,ABN AMRO Open,407,rotterdam,"Rotterdam, Netherlands","9 - 15 February, 2026",2026,9,2,2026,15,2,2026,,/en/tournaments/rotterdam/407/overview
2026-506,11,ATP 250,IEB+ Argentina Open,506,buenos-aires,"Buenos Aires, Argentina","9 - 15 February, 2026",2026,9,2,2026,15,2,2026,,/en/tournaments/buenos-aires/506/overview
2026-451,12,ATP 500,Qatar ExxonMobil Open,451,doha,"Doha, Qatar","16 - 21 February, 2026",2026,16,2,2026,21,2,2026,,/en/tournaments/doha/451/overview
2026-6932,13,ATP 500,Rio Open presented by Claro,6932,rio-de-janeiro,"Rio de Janeiro, Brazil","16 - 22 February, 2026",2026,16,2,2026,22,2,2026,,/en/tournaments/rio-de-janeiro/6932/overview
2026-499,14,ATP 250,Delray Beach Open,499,delray-beach,"Delray Beach, United States","16 - 22 February, 2026",2026,16,2,2026,22,2,2026,,/en/tournaments/delray-beach/499/overview
2026-495,15,ATP 500,Dubai Duty Free Tennis Championships,495,dubai,"Dubai, United Arab Emirates","23 - 28 February, 2026",2026,23,2,2026,28,2,2026,,/en/tournaments/dubai/495/overview
2026-807,16,ATP 500,Abierto Mexicano Telcel presentado por HSBC,807,acapulco,"Acapulco, Mexico","23 - 28 February, 2026",2026,23,2,2026,28,2,2026,,/en/tournaments/acapulco/807/overview
2026-8996,17,ATP 250,BCI Seguros Chile Open,8996,santiago,"Santiago, Chile","23 February - 1 March, 2026",2026,23,2,2026,1,3,2026,,/en/tournaments/santiago/8996/overview
2026-404,18,Masters 1000,BNP Paribas Open,404,indian-wells,"Indian Wells, United States","4 - 15 March, 2026",2026,4,3,2026,15,3,2026,,/en/tournaments/indian-wells/404/overview
2026-403,19,Masters 1000,Miami Open presented by Itau,403,miami,"Miami, United States","18 - 29 March, 2026",2026,18,3,2026,29,3,2026,,/en/tournaments/miami/403/overview
2026-717,20,ATP 250,Fayez Sarofim & Co. U.S. Men's Clay Court Championship,717,houston,"Houston, United States","30 March - 5 April, 2026",2026,30,3,2026,5,4,2026,,/en/tournaments/houston/717/overview
2026-360,21,ATP 250,Grand Prix Hassan II,360,marrakech,"Marrakech, Morocco","30 March - 5 April, 2026",2026,30,3,2026,5,4,2026,,/en/tournaments/marrakech/360/overview
2026-4462,22,ATP 250,Tiriac Open presented by UniCredit Bank,4462,bucharest,"Bucharest, Romania","30 March - 5 April, 2026",2026,30,3,2026,5,4,2026,,/en/tournaments/bucharest/4462/overview
2026-410,23,Masters 1000,Rolex Monte-Carlo Masters,410,monte-carlo,"Monte-Carlo, Monaco","5 - 12 April, 2026",2026,5,4,2026,12,4,2026,,/en/tournaments/monte-carlo/410/overview
2026-425,24,ATP 500,Barcelona Open Banc Sabadell,425,barcelona,"Barcelona, Spain","13 - 19 April, 2026",2026,13,4,2026,19,4,2026,,/en/tournaments/barcelona/425/overview
2026-308,25,ATP 500,BMW Open by Bitpanda,308,munich,"Munich, Germany","13 - 19 April, 2026",2026,13,4,2026,19,4,2026,,/en/tournaments/munich/308/overview
2026-1536,26,Masters 1000,Mutua Madrid Open,1536,madrid,"Madrid, Spain","22 April - 3 May, 2026",2026,22,4,2026,3,5,2026,,/en/tournaments/madrid/1536/overview
2026-416,27,Masters 1000,Internazionali BNL d'Italia,416,rome,"Rome, Italy","6 - 17 May, 2026",2026,6,5,2026,17,5,2026,,/en/tournaments/rome/416/overview
2026-414,28,ATP 500,Bitpanda Hamburg Open,414,hamburg,"Hamburg, Germany","17 - 23 May, 2026",2026,17,5,2026,23,5,2026,,/en/tournaments/hamburg/414/overview
2026-322,29,ATP 250,Gonet Geneva Open,322,geneva,"Geneva, Switzerland","17 - 23 May, 2026",2026,17,5,2026,23,5,2026,,/en/tournaments/geneva/322/overview
2026-520,30,Grand Slam,Roland Garros,520,roland-garros,"Paris, France","24 May - 7 June, 2026",2026,24,5,2026,7,6,2026,,/en/tournaments/roland-garros/520/overview
2026-321,31,ATP 250,BOSS OPEN,321,stuttgart,"Stuttgart, Germany","8 - 14 June, 2026",2026,8,6,2026,14,6,2026,,/en/tournaments/stuttgart/321/overview
2026-440,32,ATP 250,Libema Open,440,s-hertogenbosch,"'s-Hertogenbosch, Netherlands","8 - 14 June, 2026",2026,8,6,2026,14,6,2026,,/en/tournaments/s-hertogenbosch/440/overview
2026-311,33,ATP 500,HSBC Championships,311,london,"London, Great Britain","15 - 21 June, 2026",2026,15,6,2026,21,6,2026,,/en/tournaments/london/311/overview
2026-500,34,ATP 500,Terra Wortmann Open,500,halle,"Halle, Germany","15 - 21 June, 2026",2026,15,6,2026,21,6,2026,,/en/tournaments/halle/500/overview
2026-8994,35,ATP 250,Vanda Pharmaceuticals Mallorca Championships,8994,mallorca,"Mallorca, Spain","21 - 27 June, 2026",2026,21,6,2026,27,6,2026,,/en/tournaments/mallorca/8994/overview
2026-741,36,ATP 250,Lexus Eastbourne Open,741,eastbourne,"Eastbourne, Great Britain","22 - 27 June, 2026",2026,22,6,2026,27,6,2026,,/en/tournaments/eastbourne/741/overview
2026-540,37,Grand Slam,Wimbledon,540,wimbledon,"London, Great Britain","29 June - 12 July, 2026",2026,29,6,2026,12,7,2026,,/en/tournaments/wimbledon/540/overview
2026-316,38,ATP 250,Nordea Open,316,bastad,"Bastad, Sweden","13 - 19 July, 2026",2026,13,7,2026,19,7,2026,,/en/tournaments/bastad/316/overview
2026-314,39,ATP 250,EFG Swiss Open Gstaad,314,gstaad,"Gstaad, Switzerland","13 - 19 July, 2026",2026,13,7,2026,19,7,2026,,/en/tournaments/gstaad/314/overview
2026-439,40,ATP 250,Plava Laguna Croatia Open Umag,439,umag,"Umag, Croatia","13 - 18 July, 2026",2026,13,7,2026,18,7,2026,,/en/tournaments/umag/439/overview
2026-319,41,ATP 250,Generali Open,319,kitzbuhel,"Kitzbuhel, Austria","20 - 25 July, 2026",2026,20,7,2026,25,7,2026,,/en/tournaments/kitzbuhel/319/overview
2026-7290,42,ATP 250,Millennium Estoril Open,7290,estoril,"Estoril, Portugal","20 - 26 July, 2026",2026,20,7,2026,26,7,2026,,/en/tournaments/estoril/7290/overview
2026-418,43,ATP 500,Mubadala Citi DC Open,418,washington,"Washington, United States","27 July - 2 August, 2026",2026,27,7,2026,2,8,2026,,/en/tournaments/washington/418/overview
2026-7480,44,ATP 250,Mifel Tennis Open by Telcel Oppo,7480,los-cabos,"Los Cabos, Mexico","27 July - 1 August, 2026",2026,27,7,2026,1,8,2026,,/en/tournaments/los-cabos/7480/overview
2026-421,45,Masters 1000,National Bank Open presented by Rogers,421,montreal,"Montreal, Canada","2 - 13 August, 2026",2026,2,8,2026,13,8,2026,,/en/tournaments/montreal/421/overview
2026-422,46,Masters 1000,Cincinnati Open,422,cincinnati,"Cincinnati, United States","13 - 23 August, 2026",2026,13,8,2026,23,8,2026,,/en/tournaments/cincinnati/422/overview
2026-6242,47,ATP 250,Winston-Salem Open,6242,winston-salem,"Winston-Salem, United States","23 - 29 August, 2026",2026,23,8,2026,29,8,2026,,/en/tournaments/winston-salem/6242/overview
2026-560,48,Grand Slam,US Open,560,us-open,"New York, United States","31 August - 13 September, 2026",2026,31,8,2026,13,9,2026,,/en/tournaments/us-open/560/overview
2026-8097,49,undefined,Davis Cup Qualifiers 2nd Rd,8097,davis-cup-qualifiers-2nd-rd,"Multiple Locations,","17 - 20 September, 2026",2026,17,9,2026,20,9,2026,,/en/tournaments/davis-cup-qualifiers-2nd-rd/8097/overview
2026-7581,50,ATP 250,Chengdu Open,7581,chengdu,"Chengdu, China","23 - 29 September, 2026",2026,23,9,2026,29,9,2026,,/en/tournaments/chengdu/7581/overview
2026-4713,51,ATP 250,Lynk & Co Hangzhou Open,4713,hangzhou,"Hangzhou, China","23 - 29 September, 2026",2026,23,9,2026,29,9,2026,,/en/tournaments/hangzhou/4713/overview
2026-9210,52,Laver Cup,Laver Cup,9210,laver-cup,"London, Great Britain","25 - 27 September, 2026",2026,25,9,2026,27,9,2026,,/en/tournaments/laver-cup/9210/overview
2026-747,53,ATP 500,China Open,747,beijing,"Beijing, China","30 September - 6 October, 2026",2026,30,9,2026,6,10,2026,,/en/tournaments/beijing/747/overview
2026-329,54,ATP 500,Kinoshita Group Japan Open Tennis Championships,329,tokyo,"Tokyo, Japan","30 September - 6 October, 2026",2026,30,9,2026,6,10,2026,,/en/tournaments/tokyo/329/overview
2026-5014,55,Masters 1000,Rolex Shanghai Masters,5014,shanghai,"Shanghai, China","7 - 18 October, 2026",2026,7,10,2026,18,10,2026,,/en/tournaments/shanghai/5014/overview
2026-9410,56,ATP 250,Almaty Open,9410,almaty,"Almaty, Kazakhstan","19 - 25 October, 2026",2026,19,10,2026,25,10,2026,,/en/tournaments/almaty/9410/overview
2026-496,57,ATP 250,Grand Prix Auvergne-Rhone-Alpes,496,lyon,"Lyon, France","19 - 25 October, 2026",2026,19,10,2026,25,10,2026,,/en/tournaments/lyon/496/overview
2026-7485,58,ATP 250,BNP Paribas Fortis European Open,7485,brussels,"Brussels, Belgium","19 - 25 October, 2026",2026,19,10,2026,25,10,2026,,/en/tournaments/brussels/7485/overview
2026-337,59,ATP 500,Erste Bank Open,337,vienna,"Vienna, Austria","26 October - 1 November, 2026",2026,26,10,2026,1,11,2026,,/en/tournaments/vienna/337/overview
2026-328,60,ATP 500,Swiss Indoors Basel,328,basel,"Basel, Switzerland","26 October - 1 November, 2026",2026,26,10,2026,1,11,2026,,/en/tournaments/basel/328/overview
2026-352,61,Masters 1000,Rolex Paris Masters,352,paris,"Paris, France","2 - 8 November, 2026",2026,2,11,2026,8,11,2026,,/en/tournaments/paris/352/overview
2026-429,62,ATP 250,Bybit Stockholm Open,429,stockholm,"Stockholm, Sweden","8 - 14 November, 2026",2026,8,11,2026,14,11,2026,,/en/tournaments/stockholm/429/overview
2026-605,63,ATP Finals,Nitto ATP Finals,605,nitto-atp-finals,"Turin, Italy","15 - 22 November, 2026",2026,15,11,2026,22,11,2026,,/en/tournaments/nitto-atp-finals/605/overview
2026-8099,64,undefined,Davis Cup Finals,8099,davis-cup-finals,"Bologna, Italy","23 - 29 November, 2026",2026,23,11,2026,29,11,2026,,/en/tournaments/davis-cup-finals/8099/overview
