player_id,player_slug,full_name,year,surface,Aces,DoubleFaults,FirstServePercentage,FirstServePointsWonPercentage,SecondServePointsWonPercentage,BreakPointsFaced,BreakPointsSavedPercentage,ServiceGamesPlayed,ServiceGamesWonPercentage,ServicePointsWonPercentage,FirstServeReturnPointsWonPercentage,SecondServeReturnPointsWonPercentage,BreakPointsOpportunities,BreakPointsConvertedPercentage,ReturnGamesPlayed,ReturnGamesWonPercentage,ReturnPointsWonPercentage,TotalPointsWonPercentage
m0qi,alex-michelsen,Alex Michelsen,2025,Carpet,,,,,,,,,,,,,,,,,,
m0qi,alex-michelsen,Alex Michelsen,2024,all,262,144,68,69,51,392,61,734,79,63,29,51,402,41,723,23,37,51
m0qi,alex-michelsen,Alex Michelsen,2024,Hard,201,110,66,70,51,255,63,496,81,64,30,51,290,43,486,26,38,51
m0qi,alex-michelsen,Alex Michelsen,2024,Clay,25,22,72,60,50,86,52,111,63,57,31,43,48,42,111,18,36,47
m0qi,alex-michelsen,Alex Michelsen,2024,Grass,36,12,72,72,55,51,67,127,87,68,22,55,64,33,126,17,34,51
m0qi,alex-michelsen,Alex Michelsen,2024,Carpet,,,,,,,,,,,,,,,,,,
m0qi,alex-michelsen,Alex Michelsen,2023,all,68,26,68,70,54,83,63,166,81,65,25,49,81,36,168,17,34,49
m0qi,alex-michelsen,Alex Michelsen,2023,Hard,38,14,70,67,50,56,61,92,76,62,25,47,42,36,92,16,33,47
m0qi,alex-michelsen,Alex Michelsen,2023,Clay,,,,,,,,,,,,,,,,,,
m0qi,alex-michelsen,Alex Michelsen,2023,Grass,30,12,65,73,59,27,67,74,88,68,26,52,39,36,76,18,36,52
m0qi,alex-michelsen,Alex Michelsen,2023,Carpet,,,,,,,,,,,,,,,,,,
k0ah,sebastian-korda,Sebastian Korda,all,all,1882,584,63,73,52,1546,63,3186,82,65,30,51,1805,40,3158,23,38,51
k0ah,sebastian-korda,Sebastian Korda,all,Hard,1423,399,63,74,52,1032,64,2201,83,66,29,51,1193,41,2182,22,37,51
k0ah,sebastian-korda,Sebastian Korda,all,Clay,249,121,62,69,51,370,61,633,77,62,32,50,399,41,627,26,39,50
k0ah,sebastian-korda,Sebastian Korda,all,Grass,210,64,63,75,53,144,61,352,84,67,28,51,213,33,349,20,37,51
k0ah,sebastian-korda,Sebastian Korda,all,Carpet,,,,,,,,,,,,,,,,,,
k0ah,sebastian-korda,Sebastian Korda,2026,all,174,34,63,80,54,61,59,221,89,70,32,50,124,39,216,22,38,53
k0ah,sebastian-korda,Sebastian Korda,2026,Hard,174,34,63,80,54,61,59,221,89,70,32,50,124,39,216,22,38,53
k0ah,sebastian-korda,Sebastian Korda,2026,Clay,,,,,,,,,,,,,,,,,,
k0ah,sebastian-korda,Sebastian Korda,2026,Grass,,,,,,,,,,,,,,,,,,
k0ah,sebastian-korda,Sebastian Korda,2026,Carpet,,,,,,,,,,,,,,,,,,
k0ah,sebastian-korda,Sebastian Korda,2025,all,360,99,60,74,53,230,64,506,84,66,28,49,245,39,499,19,36,51
k0ah,sebastian-korda,Sebastian Korda,2025,Hard,306,80,60,75,52,170,64,384,84,66,27,49,189,37,379,18,35,50
k0ah,sebastian-korda,Sebastian Korda,2025,Clay,54,19,61,70,58,60,65,122,83,65,30,46,56,45,120,21,36,51
k0ah,sebastian-korda,Sebastian Korda,2025,Grass,,,,,,,,,,,,,,,,,,
k0ah,sebastian-korda,Sebastian Korda,2025,Carpet,,,,,,,,,,,,,,,,,,
k0ah,sebastian-korda,Sebastian Korda,2024,all,358,82,60,74,52,259,61,564,82,66,28,52,326,38,563,22,37,51
k0ah,sebastian-korda,Sebastian Korda,2024,Hard,222,52,60,75,52,149,62,308,82,66,28,54,175,42,305,24,38,51
k0ah,sebastian-korda,Sebastian Korda,2024,Clay,58,13,59,68,53,66,58,124,77,62,33,45,75,37,125,22,37,49
k0ah,sebastian-korda,Sebastian Korda,2024,Grass,78,17,62,80,55,44,64,132,88,70,24,54,76,32,133,18,36,52
k0ah,sebastian-korda,Sebastian Korda,2024,Carpet,,,,,,,,,,,,,,,,,,
k0ah,sebastian-korda,Sebastian Korda,2023,all,355,93,62,74,54,225,64,517,84,67,26,51,253,41,520,20,36,51
k0ah,sebastian-korda,Sebastian Korda,2023,Hard,273,66,63,75,55,170,66,402,86,68,26,51,183,44,405,20,36,52
k0ah,sebastian-korda,Sebastian Korda,2023,Clay,19,11,62,63,48,37,54,54,69,57,26,59,42,36,53,28,40,48
k0ah,sebastian-korda,Sebastian Korda,2023,Grass,63,16,61,80,52,18,56,61,87,69,26,47,28,29,62,13,34,51
k0ah,sebastian-korda,Sebastian Korda,2023,Carpet,,,,,,,,,,,,,,,,,,
n0bs,mariano-navone,Mariano Navone,all,all,232,248,66,64,49,840,57,1205,70,59,34,52,810,43,1206,29,41,50
n0bs,mariano-navone,Mariano Navone,all,Hard,136,112,61,67,49,280,58,425,72,60,28,48,227,36,427,19,36,48
n0bs,mariano-navone,Mariano Navone,all,Clay,76,122,69,62,49,517,57,710,69,58,38,55,558,46,710,36,44,51
n0bs,mariano-navone,Mariano Navone,all,Grass,20,14,61,68,47,43,56,70,73,60,26,45,25,44,69,16,33,47
n0bs,mariano-navone,Mariano Navone,all,Carpet,,,,,,,,,,,,,,,,,,
n0bs,mariano-navone,Mariano Navone,2026,all,29,53,70,64,46,157,55,227,69,58,34,52,154,44,227,30,41,50
n0bs,mariano-navone,Mariano Navone,2026,Hard,24,18,68,66,47,62,63,80,71,60,25,46,33,33,78,14,34,47
n0bs,mariano-navone,Mariano Navone,2026,Clay,5,35,72,62,45,95,49,147,67,58,39,55,121,47,149,38,45,51
n0bs,mariano-navone,Mariano Navone,2026,Grass,,,,,,,,,,,,,,,,,,
n0bs,mariano-navone,Mariano Navone,2026,Carpet,,,,,,,,,,,,,,,,,,
n0bs,mariano-navone,Mariano Navone,2025,all,102,105,64,65,52,328,59,509,73,61,34,51,343,42,506,28,41,50
n0bs,mariano-navone,Mariano Navone,2025,Hard,58,57,61,67,50,107,51,193,73,60,31,49,125,37,195,24,39,49
n0bs,mariano-navone,Mariano Navone,2025,Clay,38,40,67,64,54,204,63,280,73,60,36,54,198,45,275,32,42,51
n0bs,mariano-navone,Mariano Navone,2025,Grass,6,8,61,71,52,17,53,36,78,64,32,53,20,45,36,25,40,51
n0bs,mariano-navone,Mariano Navone,2025,Carpet,,,,,,,,,,,,,,,,,,
n0bs,mariano-navone,Mariano Navone,2024,all,101,90,65,63,47,355,57,469,67,58,33,52,313,43,473,29,40,49
n0bs,mariano-navone,Mariano Navone,2024,Hard,54,37,57,68,49,111,61,152,72,60,26,48,69,35,154,16,34,47
n0bs,mariano-navone,Mariano Navone,2024,Clay,33,47,70,61,47,218,55,283,65,57,38,55,239,46,286,38,45,51
n0bs,mariano-navone,Mariano Navone,2024,Grass,14,6,61,65,42,26,58,34,68,56,19,31,5,40,33,6,22,41
n0bs,mariano-navone,Mariano Navone,2024,Carpet,,,,,,,,,,,,,,,,,,
n0bs,mariano-navone,Mariano Navone,2023,all,,,,,,,,,,,,,,,,,,
n0bs,mariano-navone,Mariano Navone,2023,Hard,,,,,,,,,,,,,,,,,,
n0bs,mariano-navone,Mariano Navone,2023,Clay,,,,,,,,,,,,,,,,,,
n0bs,mariano-navone,Mariano Navone,2023,Grass,,,,,,,,,,,,,,,,,,
n0bs,mariano-navone,Mariano Navone,2023,Carpet,,,,,,,,,,,,,,,,,,
me82,adrian-mannarino,Adrian Mannarino,all,all,3225,1692,60,70,51,4792,60,8246,76,62,28,50,4349,41,8320,22,37,49
me82,adrian-mannarino,Adrian Mannarino,all,Hard,2354,1164,60,71,51,3192,60,5693,78,63,28,50,3032,41,5737,22,37,50
me82,adrian-mannarino,Adrian Mannarino,all,Clay,221,189,60,62,47,761,54,980,64,56,29,47,495,40,986,20,36,46
me82,adrian-mannarino,Adrian Mannarino,all,Grass,650,339,62,71,53,839,63,1573,80,64,27,51,822,42,1597,22,36,50
me82,adrian-mannarino,Adrian Mannarino,all,Carpet,,,,,,,,,,,,,,,,,,
me82,adrian-mannarino,Adrian Mannarino,2026,all,96,33,63,70,48,112,56,209,77,62,24,49,82,39,212,15,33,47
me82,adrian-mannarino,Adrian Mannarino,2026,Hard,90,26,62,73,49,81,58,169,80,64,23,48,61,44,170,16,32,48
me82,adrian-mannarino,Adrian Mannarino,2026,Clay,6,7,67,59,43,31,52,40,63,54,27,50,21,24,42,12,35,44
me82,adrian-mannarino,Adrian Mannarino,2026,Grass,,,,,,,,,,,,,,,,,,
me82,adrian-mannarino,Adrian Mannarino,2026,Carpet,,,,,,,,,,,,,,,,,,
me82,adrian-mannarino,Adrian Mannarino,2025,all,151,54,59,72,53,203,66,353,80,64,28,50,189,40,360,21,36,50
me82,adrian-mannarino,Adrian Mannarino,2025,Hard,114,45,57,73,52,144,65,259,80,64,26,50,124,44,265,20,36,50
me82,adrian-mannarino,Adrian Mannarino,2025,Clay,3,3,66,61,48,30,70,26,65,56,37,48,12,58,25,28,41,49
me82,adrian-mannarino,Adrian Mannarino,2025,Grass,34,6,61,75,56,29,69,68,87,68,29,49,53,26,70,20,37,52
me82,adrian-mannarino,Adrian Mannarino,2025,Carpet,,,,,,,,,,,,,,,,,,
me82,adrian-mannarino,Adrian Mannarino,2024,all,205,107,59,68,51,350,58,572,74,61,25,48,268,38,582,17,34,47
me82,adrian-mannarino,Adrian Mannarino,2024,Hard,172,87,60,69,51,266,59,455,76,62,26,49,235,36,459,19,35,48
me82,adrian-mannarino,Adrian Mannarino,2024,Clay,11,4,52,60,46,36,47,42,55,53,26,38,14,36,44,11,30,42
me82,adrian-mannarino,Adrian Mannarino,2024,Grass,22,16,60,65,53,48,60,75,75,60,22,50,19,58,79,14,31,46
me82,adrian-mannarino,Adrian Mannarino,2024,Carpet,,,,,,,,,,,,,,,,,,
me82,adrian-mannarino,Adrian Mannarino,2023,all,317,144,61,71,53,393,61,771,80,64,29,52,421,47,777,26,38,51
me82,adrian-mannarino,Adrian Mannarino,2023,Hard,244,81,61,72,54,237,60,528,82,65,29,52,285,46,529,25,38,51
me82,adrian-mannarino,Adrian Mannarino,2023,Clay,11,11,56,65,40,57,60,52,56,54,26,53,25,44,52,21,36,46
me82,adrian-mannarino,Adrian Mannarino,2023,Grass,62,52,61,70,55,99,63,191,81,64,31,52,111,51,196,29,39,52
me82,adrian-mannarino,Adrian Mannarino,2023,Carpet,,,,,,,,,,,,,,,,,,
d0f6,gabriel-diallo,Gabriel Diallo,all,all,711,235,67,72,48,513,60,1073,81,64,27,46,494,38,1060,18,34,50
d0f6,gabriel-diallo,Gabriel Diallo,all,Hard,476,163,68,73,46,330,59,689,80,64,26,46,311,37,685,17,34,49
d0f6,gabriel-diallo,Gabriel Diallo,all,Clay,88,35,67,69,51,108,55,209,77,63,32,48,119,38,203,22,38,50
d0f6,gabriel-diallo,Gabriel Diallo,all,Grass,147,37,65,76,52,75,72,175,88,68,26,43,64,44,172,16,33,51
d0f6,gabriel-diallo,Gabriel Diallo,all,Carpet,,,,,,,,,,,,,,,,,,
d0f6,gabriel-diallo,Gabriel Diallo,2026,all,105,39,68,70,44,93,53,178,75,62,25,46,73,33,177,14,33,48
d0f6,gabriel-diallo,Gabriel Diallo,2026,Hard,91,31,69,74,46,54,54,136,82,65,23,45,43,35,138,11,31,48
d0f6,gabriel-diallo,Gabriel Diallo,2026,Clay,14,8,66,59,40,39,51,42,55,53,31,50,30,30,39,23,39,46
d0f6,gabriel-diallo,Gabriel Diallo,2026,Grass,,,,,,,,,,,,,,,,,,
d0f6,gabriel-diallo,Gabriel Diallo,2026,Carpet,,,,,,,,,,,,,,,,,,
d0f6,gabriel-diallo,Gabriel Diallo,2025,all,440,132,67,74,50,278,63,641,84,66,27,46,288,39,631,18,34,50
d0f6,gabriel-diallo,Gabriel Diallo,2025,Hard,245,84,67,74,46,170,61,346,81,65,26,46,158,37,341,17,34,49
d0f6,gabriel-diallo,Gabriel Diallo,2025,Clay,59,22,67,72,56,51,53,141,83,67,30,47,75,37,138,20,36,51
d0f6,gabriel-diallo,Gabriel Diallo,2025,Grass,136,26,68,77,55,57,75,154,91,70,26,43,55,47,152,17,33,52
d0f6,gabriel-diallo,Gabriel Diallo,2025,Carpet,,,,,,,,,,,,,,,,,,
d0f6,gabriel-diallo,Gabriel Diallo,2024,all,125,39,67,70,45,103,62,192,80,62,32,45,111,37,191,21,37,50
d0f6,gabriel-diallo,Gabriel Diallo,2024,Hard,103,28,68,71,44,77,60,154,80,62,31,45,89,36,153,21,36,50
d0f6,gabriel-diallo,Gabriel Diallo,2024,Clay,15,5,68,70,42,18,67,26,77,61,42,47,14,57,26,31,44,52
d0f6,gabriel-diallo,Gabriel Diallo,2024,Grass,7,6,53,69,50,8,75,12,83,60,30,39,8,13,12,8,34,48
d0f6,gabriel-diallo,Gabriel Diallo,2024,Carpet,,,,,,,,,,,,,,,,,,
d0f6,gabriel-diallo,Gabriel Diallo,2023,all,41,25,62,69,46,39,51,62,69,61,22,51,22,45,61,16,33,47
d0f6,gabriel-diallo,Gabriel Diallo,2023,Hard,37,20,65,69,51,29,52,53,74,63,24,52,21,43,53,17,34,48
d0f6,gabriel-diallo,Gabriel Diallo,2023,Clay,,,,,,,,,,,,,,,,,,
d0f6,gabriel-diallo,Gabriel Diallo,2023,Grass,4,5,52,68,31,10,50,9,44,51,8,47,1,100,8,13,23,41
d0f6,gabriel-diallo,Gabriel Diallo,2023,Carpet,,,,,,,,,,,,,,,,,,
c977,marin-cilic,Marin Cilic,all,all,8521,2761,57,77,52,5279,64,11682,84,66,30,50,6682,38,11537,22,38,52
c977,marin-cilic,Marin Cilic,all,Hard,5489,1786,56,77,52,3202,64,7301,84,66,29,50,4214,38,7210,22,37,52
c977,marin-cilic,Marin Cilic,all,Clay,1438,572,56,74,52,1387,64,2576,81,64,33,50,1557,42,2552,26,39,52
c977,marin-cilic,Marin Cilic,all,Grass,1542,382,60,80,53,634,68,1716,88,69,28,49,875,35,1688,18,36,52
c977,marin-cilic,Marin Cilic,all,Carpet,52,21,54,73,51,56,66,89,79,63,27,45,36,39,87,16,33,49
c977,marin-cilic,Marin Cilic,2026,all,201,55,58,81,49,82,67,214,87,67,24,54,93,43,211,19,35,51
c977,marin-cilic,Marin Cilic,2026,Hard,181,47,58,83,49,63,71,173,90,69,23,56,73,41,169,18,35,52
c977,marin-cilic,Marin Cilic,2026,Clay,20,8,56,72,50,19,53,41,78,63,30,45,20,50,42,24,35,50
c977,marin-cilic,Marin Cilic,2026,Grass,,,,,,,,,,,,,,,,,,
c977,marin-cilic,Marin Cilic,2026,Carpet,,,,,,,,,,,,,,,,,,
c977,marin-cilic,Marin Cilic,2025,all,165,53,58,76,50,108,62,249,84,65,22,47,91,32,246,12,31,49
c977,marin-cilic,Marin Cilic,2025,Hard,93,38,58,77,49,67,64,157,85,65,19,47,45,33,153,10,29,48
c977,marin-cilic,Marin Cilic,2025,Clay,7,7,45,62,45,14,36,20,55,53,30,29,8,0,21,0,29,41
c977,marin-cilic,Marin Cilic,2025,Grass,65,8,61,75,55,27,70,72,89,67,25,52,38,37,72,19,35,51
c977,marin-cilic,Marin Cilic,2025,Carpet,,,,,,,,,,,,,,,,,,
c977,marin-cilic,Marin Cilic,2024,all,170,56,56,77,50,91,64,178,81,65,24,49,65,49,174,18,33,50
c977,marin-cilic,Marin Cilic,2024,Hard,167,52,56,79,50,82,66,165,83,66,24,50,60,52,162,19,34,50
c977,marin-cilic,Marin Cilic,2024,Clay,3,4,57,63,47,9,44,13,62,56,23,27,5,20,12,8,25,42
c977,marin-cilic,Marin Cilic,2024,Grass,,,,,,,,,,,,,,,,,,
c977,marin-cilic,Marin Cilic,2024,Carpet,,,,,,,,,,,,,,,,,,
c977,marin-cilic,Marin Cilic,2023,all,19,6,66,73,43,11,64,23,83,63,31,40,10,30,21,14,35,50
c977,marin-cilic,Marin Cilic,2023,Hard,16,3,71,83,41,3,67,13,92,71,35,47,7,43,12,25,41,56
c977,marin-cilic,Marin Cilic,2023,Clay,3,3,60,60,45,8,63,10,70,54,26,29,3,0,9,0,27,43
c977,marin-cilic,Marin Cilic,2023,Grass,,,,,,,,,,,,,,,,,,
c977,marin-cilic,Marin Cilic,2023,Carpet,,,,,,,,,,,,,,,,,,
q02l,ethan-quinn,Ethan Quinn,all,all,349,157,62,71,49,356,63,622,79,63,27,46,266,39,627,17,34,49
q02l,ethan-quinn,Ethan Quinn,all,Hard,227,95,61,73,48,196,62,364,80,64,27,43,137,36,363,14,33,48
q02l,ethan-quinn,Ethan Quinn,all,Clay,72,39,62,69,49,99,63,161,77,62,26,50,75,36,166,16,34,48
q02l,ethan-quinn,Ethan Quinn,all,Grass,50,23,64,69,51,61,64,97,77,62,33,49,54,50,98,28,39,51
q02l,ethan-quinn,Ethan Quinn,all,Carpet,,,,,,,,,,,,,,,,,,
q02l,ethan-quinn,Ethan Quinn,2026,all,112,42,63,76,48,77,65,173,84,66,24,45,76,34,174,15,32,49
q02l,ethan-quinn,Ethan Quinn,2026,Hard,83,33,62,75,50,63,67,127,83,66,26,46,59,39,126,18,34,50
q02l,ethan-quinn,Ethan Quinn,2026,Clay,29,9,65,77,45,14,57,46,87,65,20,43,17,18,48,6,29,48
q02l,ethan-quinn,Ethan Quinn,2026,Grass,,,,,,,,,,,,,,,,,,
q02l,ethan-quinn,Ethan Quinn,2026,Carpet,,,,,,,,,,,,,,,,,,
q02l,ethan-quinn,Ethan Quinn,2025,all,197,95,62,70,51,221,62,359,77,62,28,46,138,43,362,17,35,49
q02l,ethan-quinn,Ethan Quinn,2025,Hard,120,51,61,72,50,103,61,192,79,63,27,43,60,40,193,12,33,48
q02l,ethan-quinn,Ethan Quinn,2025,Clay,43,30,61,66,51,85,64,115,73,60,28,53,58,41,118,20,37,49
q02l,ethan-quinn,Ethan Quinn,2025,Grass,34,14,65,69,54,33,61,52,75,64,34,43,20,60,51,24,37,51
q02l,ethan-quinn,Ethan Quinn,2025,Carpet,,,,,,,,,,,,,,,,,,
q02l,ethan-quinn,Ethan Quinn,2024,all,18,11,62,70,44,29,69,47,81,60,30,47,34,29,50,20,36,48
q02l,ethan-quinn,Ethan Quinn,2024,Hard,10,6,61,71,36,15,67,19,74,57,26,36,9,11,20,5,29,44
q02l,ethan-quinn,Ethan Quinn,2024,Clay,,,,,,,,,,,,,,,,,,
q02l,ethan-quinn,Ethan Quinn,2024,Grass,8,5,63,70,50,14,71,28,86,62,32,54,25,36,30,30,40,51
q02l,ethan-quinn,Ethan Quinn,2024,Carpet,,,,,,,,,,,,,,,,,,
q02l,ethan-quinn,Ethan Quinn,2023,all,22,9,61,69,43,29,55,43,70,59,30,47,18,44,41,20,37,48
q02l,ethan-quinn,Ethan Quinn,2023,Hard,14,5,60,69,44,15,47,26,69,59,30,38,9,22,24,8,33,46
q02l,ethan-quinn,Ethan Quinn,2023,Clay,,,,,,,,,,,,,,,,,,
q02l,ethan-quinn,Ethan Quinn,2023,Grass,8,4,63,69,43,14,64,17,71,59,31,57,9,67,17,35,44,52
q02l,ethan-quinn,Ethan Quinn,2023,Carpet,,,,,,,,,,,,,,,,,,
m0ci,fabian-marozsan,Fabian Marozsan,all,all,649,317,65,70,51,881,59,1736,79,64,28,51,927,37,1706,20,36,50
m0ci,fabian-marozsan,Fabian Marozsan,all,Hard,473,214,65,71,50,566,60,1122,80,64,28,52,624,38,1102,22,37,50
m0ci,fabian-marozsan,Fabian Marozsan,all,Clay,103,72,64,69,54,227,57,463,79,64,30,49,253,36,453,20,37,50
m0ci,fabian-marozsan,Fabian Marozsan,all,Grass,73,31,65,69,51,88,58,151,75,62,23,47,50,34,151,11,31,47
m0ci,fabian-marozsan,Fabian Marozsan,all,Carpet,,,,,,,,,,,,,,,,,,
m0ci,fabian-marozsan,Fabian Marozsan,2026,all,87,44,67,69,53,137,57,289,80,64,29,47,151,33,286,17,36,50
m0ci,fabian-marozsan,Fabian Marozsan,2026,Hard,65,27,66,70,51,87,55,184,79,63,29,48,92,39,182,20,36,50
m0ci,fabian-marozsan,Fabian Marozsan,2026,Clay,22,17,67,69,58,50,60,105,81,65,30,46,59,24,104,13,35,50
m0ci,fabian-marozsan,Fabian Marozsan,2026,Grass,,,,,,,,,,,,,,,,,,
m0ci,fabian-marozsan,Fabian Marozsan,2026,Carpet,,,,,,,,,,,,,,,,,,
m0ci,fabian-marozsan,Fabian Marozsan,2025,all,250,117,64,71,53,296,65,610,83,65,27,50,322,35,598,19,36,50
m0ci,fabian-marozsan,Fabian Marozsan,2025,Hard,192,75,64,73,53,183,67,398,85,66,26,51,211,34,391,18,35,50
m0ci,fabian-marozsan,Fabian Marozsan,2025,Clay,39,29,62,70,52,81,63,150,80,63,31,48,84,38,147,22,37,50
m0ci,fabian-marozsan,Fabian Marozsan,2025,Grass,19,13,68,68,52,32,59,62,79,62,28,48,27,33,60,15,35,48
m0ci,fabian-marozsan,Fabian Marozsan,2025,Carpet,,,,,,,,,,,,,,,,,,
m0ci,fabian-marozsan,Fabian Marozsan,2024,all,228,121,65,69,49,337,56,597,75,62,28,51,307,41,589,21,37,50
m0ci,fabian-marozsan,Fabian Marozsan,2024,Hard,149,88,66,69,48,220,57,389,76,62,28,52,218,42,381,24,38,50
m0ci,fabian-marozsan,Fabian Marozsan,2024,Clay,31,23,63,68,50,74,50,136,73,61,29,50,68,41,134,21,37,49
m0ci,fabian-marozsan,Fabian Marozsan,2024,Grass,48,10,62,71,52,43,60,72,76,64,20,49,21,33,74,9,31,47
m0ci,fabian-marozsan,Fabian Marozsan,2024,Carpet,,,,,,,,,,,,,,,,,,
m0ci,fabian-marozsan,Fabian Marozsan,2023,all,84,35,65,71,50,111,55,240,79,64,28,55,147,39,233,25,38,51
m0ci,fabian-marozsan,Fabian Marozsan,2023,Hard,67,24,67,71,46,76,58,151,79,63,30,57,103,39,148,27,39,51
m0ci,fabian-marozsan,Fabian Marozsan,2023,Clay,11,3,63,72,60,22,50,72,85,68,27,58,42,40,68,25,38,53
m0ci,fabian-marozsan,Fabian Marozsan,2023,Grass,6,8,63,64,42,13,46,17,59,56,15,27,2,50,17,6,20,39
m0ci,fabian-marozsan,Fabian Marozsan,2023,Carpet,,,,,,,,,,,,,,,,,,
d0co,jack-draper,Jack Draper,all,all,1387,497,60,77,51,923,65,2077,84,67,30,51,1226,42,2092,24,38,52
d0co,jack-draper,Jack Draper,all,Hard,891,310,59,77,52,592,67,1276,85,66,30,52,755,44,1283,26,38,52
d0co,jack-draper,Jack Draper,all,Clay,187,99,61,74,51,192,58,429,81,65,30,53,288,39,433,26,39,51
d0co,jack-draper,Jack Draper,all,Grass,309,88,62,80,51,139,65,372,87,69,27,49,183,36,376,18,35,51
d0co,jack-draper,Jack Draper,all,Carpet,,,,,,,,,,,,,,,,,,
d0co,jack-draper,Jack Draper,2026,all,63,23,62,78,52,37,57,99,84,68,26,46,41,39,99,16,32,50
d0co,jack-draper,Jack Draper,2026,Hard,60,17,63,80,54,31,65,87,87,70,26,48,37,35,88,15,32,51
d0co,jack-draper,Jack Draper,2026,Clay,3,6,52,67,36,6,17,12,58,52,28,37,4,75,11,27,32,43
d0co,jack-draper,Jack Draper,2026,Grass,,,,,,,,,,,,,,,,,,
d0co,jack-draper,Jack Draper,2026,Carpet,,,,,,,,,,,,,,,,,,
d0co,jack-draper,Jack Draper,2025,all,325,100,63,76,55,200,65,510,86,68,31,52,337,39,516,26,39,53
d0co,jack-draper,Jack Draper,2025,Hard,167,41,63,75,55,97,64,240,85,67,31,52,135,44,241,24,38,52
d0co,jack-draper,Jack Draper,2025,Clay,84,45,63,75,56,76,62,189,85,68,33,55,158,36,192,30,42,54
d0co,jack-draper,Jack Draper,2025,Grass,74,14,64,81,51,27,74,81,91,71,28,48,44,36,83,19,35,52
d0co,jack-draper,Jack Draper,2025,Carpet,,,,,,,,,,,,,,,,,,
d0co,jack-draper,Jack Draper,2024,all,486,190,59,78,50,295,61,732,84,67,30,51,418,44,737,25,38,52
d0co,jack-draper,Jack Draper,2024,Hard,299,127,58,77,50,211,66,454,84,66,32,51,270,47,455,28,40,53
d0co,jack-draper,Jack Draper,2024,Clay,61,29,59,76,50,49,41,137,79,65,25,50,74,42,139,22,35,50
d0co,jack-draper,Jack Draper,2024,Grass,126,34,62,84,51,35,57,141,89,72,27,50,74,32,143,17,36,52
d0co,jack-draper,Jack Draper,2024,Carpet,,,,,,,,,,,,,,,,,,
d0co,jack-draper,Jack Draper,2023,all,194,64,60,76,51,141,70,291,85,66,31,53,189,44,294,29,40,53
d0co,jack-draper,Jack Draper,2023,Hard,165,48,59,77,54,96,68,225,86,68,32,53,155,45,227,30,40,54
d0co,jack-draper,Jack Draper,2023,Clay,29,16,63,72,43,45,73,66,82,61,29,53,34,44,67,22,38,50
d0co,jack-draper,Jack Draper,2023,Grass,,,,,,,,,,,,,,,,,,
d0co,jack-draper,Jack Draper,2023,Carpet,,,,,,,,,,,,,,,,,,
a0gc,terence-atmane,Terence Atmane,all,all,380,166,60,74,48,332,60,602,78,63,26,48,275,39,588,18,34,49
a0gc,terence-atmane,Terence Atmane,all,Hard,296,114,59,73,49,245,62,428,78,63,25,48,199,38,420,18,34,49
a0gc,terence-atmane,Terence Atmane,all,Clay,84,52,60,74,45,87,56,174,78,63,26,46,76,42,168,19,34,49
a0gc,terence-atmane,Terence Atmane,all,Grass,,,,,,,,,,,,,,,,,,
a0gc,terence-atmane,Terence Atmane,all,Carpet,,,,,,,,,,,,,,,,,,
a0gc,terence-atmane,Terence Atmane,2026,all,144,43,61,75,52,113,63,237,82,66,23,47,88,43,230,17,32,50
a0gc,terence-atmane,Terence Atmane,2026,Hard,105,33,60,74,51,88,65,165,81,65,23,48,57,46,160,16,32,49
a0gc,terence-atmane,Terence Atmane,2026,Clay,39,10,65,76,53,25,56,72,85,68,24,46,31,39,70,17,32,50
a0gc,terence-atmane,Terence Atmane,2026,Grass,,,,,,,,,,,,,,,,,,
a0gc,terence-atmane,Terence Atmane,2026,Carpet,,,,,,,,,,,,,,,,,,
a0gc,terence-atmane,Terence Atmane,2025,all,128,65,59,74,45,111,58,186,75,62,27,49,109,34,180,21,36,49
a0gc,terence-atmane,Terence Atmane,2025,Hard,100,41,59,76,48,73,60,137,79,64,27,50,87,31,134,20,36,50
a0gc,terence-atmane,Terence Atmane,2025,Clay,28,24,56,70,38,38,53,49,63,56,30,45,22,45,46,22,36,47
a0gc,terence-atmane,Terence Atmane,2025,Grass,,,,,,,,,,,,,,,,,,
a0gc,terence-atmane,Terence Atmane,2025,Carpet,,,,,,,,,,,,,,,,,,
a0gc,terence-atmane,Terence Atmane,2024,all,80,46,58,73,44,90,63,134,75,60,27,48,65,38,133,19,35,48
a0gc,terence-atmane,Terence Atmane,2024,Hard,63,28,58,70,43,66,64,81,70,59,27,48,42,36,81,19,35,48
a0gc,terence-atmane,Terence Atmane,2024,Clay,17,18,58,76,45,24,63,53,83,63,27,48,23,43,52,19,35,49
a0gc,terence-atmane,Terence Atmane,2024,Grass,,,,,,,,,,,,,,,,,,
a0gc,terence-atmane,Terence Atmane,2024,Carpet,,,,,,,,,,,,,,,,,,
a0gc,terence-atmane,Terence Atmane,2023,all,28,12,61,70,54,18,44,45,78,64,27,38,13,62,45,18,30,48
a0gc,terence-atmane,Terence Atmane,2023,Hard,28,12,61,70,54,18,44,45,78,64,27,38,13,62,45,18,30,48
a0gc,terence-atmane,Terence Atmane,2023,Clay,,,,,,,,,,,,,,,,,,
a0gc,terence-atmane,Terence Atmane,2023,Grass,,,,,,,,,,,,,,,,,,
a0gc,terence-atmane,Terence Atmane,2023,Carpet,,,,,,,,,,,,,,,,,,
