match_id,match_code,tournament_name,event_year,number_of_sets,match_status,round_short
3776,QS109,Roland Garros,2024,2,F,Q1
3772,QS111,Roland Garros,2024,3,F,Q1
3762,QS112,Roland Garros,2024,2,F,Q1
3775,QS113,Roland Garros,2024,2,F,Q1
3765,QS115,Roland Garros,2024,2,F,Q1
3766,QS119,Roland Garros,2024,3,F,Q1
3767,QS123,Roland Garros,2024,2,F,Q1
3764,QS124,Roland Garros,2024,2,F,Q1
3780,QS125,Roland Garros,2024,2,F,Q1
3784,QS126,Roland Garros,2024,3,F,Q1
3226,MS001,Rolex Monte-Carlo Masters,2024,2,F,F
3218,MS002,Rolex Monte-Carlo Masters,2024,3,F,SF
3229,MS003,Rolex Monte-Carlo Masters,2024,3,F,SF
3228,MS004,Rolex Monte-Carlo Masters,2024,2,F,QF
3232,MS005,Rolex Monte-Carlo Masters,2024,3,F,QF
3267,MS006,Rolex Monte-Carlo Masters,2024,2,F,QF
3231,MS007,Rolex Monte-Carlo Masters,2024,3,F,QF
3239,MS008,Rolex Monte-Carlo Masters,2024,2,F,R16
3235,MS009,Rolex Monte-Carlo Masters,2024,2,F,R16
3245,MS010,Rolex Monte-Carlo Masters,2024,3,F,R16
3238,MS011,Rolex Monte-Carlo Masters,2024,2,F,R16
3237,MS012,Rolex Monte-Carlo Masters,2024,2,F,R16
3236,MS013,Rolex Monte-Carlo Masters,2024,2,F,R16
3243,MS014,Rolex Monte-Carlo Masters,2024,3,F,R16
3244,MS015,Rolex Monte-Carlo Masters,2024,2,F,R16
3241,MS016,Rolex Monte-Carlo Masters,2024,2,F,R32
3259,MS017,Rolex Monte-Carlo Masters,2024,2,F,R32
3250,MS018,Rolex Monte-Carlo Masters,2024,3,F,R32
3242,MS019,Rolex Monte-Carlo Masters,2024,2,F,R32
3255,MS020,Rolex Monte-Carlo Masters,2024,2,F,R32
3252,MS021,Rolex Monte-Carlo Masters,2024,2,F,R32
3249,MS022,Rolex Monte-Carlo Masters,2024,2,F,R32
3246,MS023,Rolex Monte-Carlo Masters,2024,2,F,R32
3247,MS024,Rolex Monte-Carlo Masters,2024,2,F,R32
3251,MS025,Rolex Monte-Carlo Masters,2024,2,F,R32
3254,MS026,Rolex Monte-Carlo Masters,2024,3,F,R32
3234,MS027,Rolex Monte-Carlo Masters,2024,2,F,R32
3240,MS028,Rolex Monte-Carlo Masters,2024,3,F,R32
3248,MS029,Rolex Monte-Carlo Masters,2024,2,F,R32
3233,MS031,Rolex Monte-Carlo Masters,2024,2,F,R32
3275,MS033,Rolex Monte-Carlo Masters,2024,2,F,R64
3266,MS034,Rolex Monte-Carlo Masters,2024,2,F,R64
3253,MS035,Rolex Monte-Carlo Masters,2024,2,F,R64
3261,MS036,Rolex Monte-Carlo Masters,2024,2,F,R64
3276,MS038,Rolex Monte-Carlo Masters,2024,3,F,R64
3263,MS041,Rolex Monte-Carlo Masters,2024,2,F,R64
3270,MS042,Rolex Monte-Carlo Masters,2024,3,F,R64
3256,MS044,Rolex Monte-Carlo Masters,2024,3,F,R64
3258,MS045,Rolex Monte-Carlo Masters,2024,2,F,R64
3279,MS046,Rolex Monte-Carlo Masters,2024,2,F,R64
3269,MS049,Rolex Monte-Carlo Masters,2024,2,F,R64
3265,MS050,Rolex Monte-Carlo Masters,2024,2,F,R64
3260,MS051,Rolex Monte-Carlo Masters,2024,2,F,R64
3264,MS052,Rolex Monte-Carlo Masters,2024,2,F,R64
3262,MS053,Rolex Monte-Carlo Masters,2024,2,F,R64
3272,MS054,Rolex Monte-Carlo Masters,2024,3,F,R64
3268,MS057,Rolex Monte-Carlo Masters,2024,3,F,R64
3330,MS058,Rolex Monte-Carlo Masters,2024,2,F,R64
3257,MS059,Rolex Monte-Carlo Masters,2024,2,F,R64
3278,MS061,Rolex Monte-Carlo Masters,2024,3,F,R64
3273,MS062,Rolex Monte-Carlo Masters,2024,2,F,R64
3271,QS008,Rolex Monte-Carlo Masters,2024,3,F,Q2
3277,QS009,Rolex Monte-Carlo Masters,2024,2,F,Q2
3274,QS010,Rolex Monte-Carlo Masters,2024,3,F,Q2
3280,QS012,Rolex Monte-Carlo Masters,2024,3,F,Q2
3282,QS013,Rolex Monte-Carlo Masters,2024,3,F,Q2
3281,QS014,Rolex Monte-Carlo Masters,2024,3,F,Q2
3283,QS016,Rolex Monte-Carlo Masters,2024,3,F,Q1
3288,QS017,Rolex Monte-Carlo Masters,2024,1,F,Q1
3284,QS018,Rolex Monte-Carlo Masters,2024,3,F,Q1
3286,QS019,Rolex Monte-Carlo Masters,2024,2,F,Q1
3287,QS021,Rolex Monte-Carlo Masters,2024,2,F,Q1
3315,QS024,Rolex Monte-Carlo Masters,2024,2,F,Q1
3285,QS028,Rolex Monte-Carlo Masters,2024,3,F,Q1
5169,MS001,Rolex Paris Masters,2024,2,F,F
5138,MS002,Rolex Paris Masters,2024,2,F,SF
5141,MS003,Rolex Paris Masters,2024,3,F,SF
5139,MS004,Rolex Paris Masters,2024,3,F,QF
5140,MS005,Rolex Paris Masters,2024,2,F,QF
5168,MS006,Rolex Paris Masters,2024,2,F,QF
5142,MS007,Rolex Paris Masters,2024,2,F,QF
5147,MS008,Rolex Paris Masters,2024,3,F,R16
5171,MS009,Rolex Paris Masters,2024,3,F,R16
5144,MS010,Rolex Paris Masters,2024,3,F,R16
5145,MS011,Rolex Paris Masters,2024,3,F,R16
5178,MS012,Rolex Paris Masters,2024,3,F,R16
5146,MS013,Rolex Paris Masters,2024,2,F,R16
5149,MS014,Rolex Paris Masters,2024,2,F,R16
5143,MS015,Rolex Paris Masters,2024,3,F,R16
5179,MS016,Rolex Paris Masters,2024,2,F,R32
5174,MS017,Rolex Paris Masters,2024,2,F,R32
5154,MS018,Rolex Paris Masters,2024,2,F,R32
5151,MS019,Rolex Paris Masters,2024,3,F,R32
5150,MS020,Rolex Paris Masters,2024,2,F,R32
5157,MS021,Rolex Paris Masters,2024,2,F,R32
5155,MS022,Rolex Paris Masters,2024,2,F,R32
5173,MS023,Rolex Paris Masters,2024,2,F,R32
5153,MS024,Rolex Paris Masters,2024,3,F,R32
5160,MS025,Rolex Paris Masters,2024,2,F,R32
5158,MS026,Rolex Paris Masters,2024,3,F,R32
5163,MS027,Rolex Paris Masters,2024,3,F,R32
5152,MS028,Rolex Paris Masters,2024,3,F,R32
5159,MS029,Rolex Paris Masters,2024,3,F,R32
5156,MS030,Rolex Paris Masters,2024,2,F,R32
5148,MS031,Rolex Paris Masters,2024,2,F,R32
5193,MS033,Rolex Paris Masters,2024,3,F,R64
5164,MS035,Rolex Paris Masters,2024,2,F,R64
5161,MS036,Rolex Paris Masters,2024,2,F,R64
5188,MS037,Rolex Paris Masters,2024,3,F,R64
5180,MS038,Rolex Paris Masters,2024,2,F,R64
5182,MS041,Rolex Paris Masters,2024,2,F,R64
5185,MS042,Rolex Paris Masters,2024,2,F,R64
5170,MS043,Rolex Paris Masters,2024,2,F,R64
5162,MS044,Rolex Paris Masters,2024,3,F,R64
5195,MS045,Rolex Paris Masters,2024,3,F,R64
5215,MS046,Rolex Paris Masters,2024,2,F,R64
5184,MS049,Rolex Paris Masters,2024,2,F,R64
5194,MS050,Rolex Paris Masters,2024,2,F,R64
5189,MS051,Rolex Paris Masters,2024,2,F,R64
5177,MS052,Rolex Paris Masters,2024,3,F,R64
5187,MS053,Rolex Paris Masters,2024,3,F,R64
5186,MS054,Rolex Paris Masters,2024,2,F,R64
5197,MS057,Rolex Paris Masters,2024,2,F,R64
5175,MS059,Rolex Paris Masters,2024,2,F,R64
5172,MS060,Rolex Paris Masters,2024,3,F,R64
5181,MS061,Rolex Paris Masters,2024,2,F,R64
5183,MS062,Rolex Paris Masters,2024,2,F,R64
5199,QS008,Rolex Paris Masters,2024,3,F,Q2
5190,QS009,Rolex Paris Masters,2024,3,F,Q2
5192,QS010,Rolex Paris Masters,2024,3,F,Q2
5196,QS011,Rolex Paris Masters,2024,2,F,Q2
5198,QS012,Rolex Paris Masters,2024,1,F,Q2
5200,QS013,Rolex Paris Masters,2024,3,F,Q2
5210,QS016,Rolex Paris Masters,2024,2,F,Q1
5209,QS017,Rolex Paris Masters,2024,2,F,Q1
5204,QS018,Rolex Paris Masters,2024,3,F,Q1
5212,QS019,Rolex Paris Masters,2024,2,F,Q1
5201,QS020,Rolex Paris Masters,2024,2,F,Q1
5207,QS021,Rolex Paris Masters,2024,2,F,Q1
5205,QS022,Rolex Paris Masters,2024,3,F,Q1
5202,QS023,Rolex Paris Masters,2024,2,F,Q1
5206,QS024,Rolex Paris Masters,2024,3,F,Q1
5213,QS025,Rolex Paris Masters,2024,1,F,Q1
5203,QS026,Rolex Paris Masters,2024,2,F,Q1
5211,QS027,Rolex Paris Masters,2024,2,F,Q1
5208,QS028,Rolex Paris Masters,2024,3,F,Q1
4863,MS001,Rolex Shanghai Masters,2024,2,F,F
4867,MS002,Rolex Shanghai Masters,2024,2,F,SF
4866,MS003,Rolex Shanghai Masters,2024,2,F,SF
4870,MS004,Rolex Shanghai Masters,2024,2,F,QF
4868,MS005,Rolex Shanghai Masters,2024,2,F,QF
4871,MS006,Rolex Shanghai Masters,2024,3,F,QF
4873,MS007,Rolex Shanghai Masters,2024,2,F,QF
4909,MS008,Rolex Shanghai Masters,2024,2,F,R16
4876,MS009,Rolex Shanghai Masters,2024,2,F,R16
4875,MS010,Rolex Shanghai Masters,2024,2,F,R16
4880,MS011,Rolex Shanghai Masters,2024,3,F,R16
4884,MS012,Rolex Shanghai Masters,2024,3,F,R16
4874,MS013,Rolex Shanghai Masters,2024,2,F,R16
4881,MS014,Rolex Shanghai Masters,2024,2,F,R16
4877,MS015,Rolex Shanghai Masters,2024,2,F,R16
4883,MS016,Rolex Shanghai Masters,2024,3,F,R32
4893,MS017,Rolex Shanghai Masters,2024,2,F,R32
4890,MS018,Rolex Shanghai Masters,2024,2,F,R32
4887,MS019,Rolex Shanghai Masters,2024,3,F,R32
4882,MS020,Rolex Shanghai Masters,2024,2,F,R32
4895,MS021,Rolex Shanghai Masters,2024,3,F,R32
4892,MS022,Rolex Shanghai Masters,2024,3,F,R32
4934,MS023,Rolex Shanghai Masters,2024,2,F,R32
4901,MS024,Rolex Shanghai Masters,2024,3,F,R32
4886,MS025,Rolex Shanghai Masters,2024,2,F,R32
4891,MS026,Rolex Shanghai Masters,2024,3,F,R32
4885,MS027,Rolex Shanghai Masters,2024,2,F,R32
4888,MS028,Rolex Shanghai Masters,2024,2,F,R32
4894,MS029,Rolex Shanghai Masters,2024,2,F,R32
4898,MS030,Rolex Shanghai Masters,2024,3,F,R32
4879,MS031,Rolex Shanghai Masters,2024,3,F,R32
4897,MS032,Rolex Shanghai Masters,2024,2,F,R64
4958,MS033,Rolex Shanghai Masters,2024,3,F,R64
4919,MS034,Rolex Shanghai Masters,2024,2,F,R64
4911,MS035,Rolex Shanghai Masters,2024,2,F,R64
4914,MS037,Rolex Shanghai Masters,2024,2,F,R64
4925,MS038,Rolex Shanghai Masters,2024,3,F,R64
4905,MS039,Rolex Shanghai Masters,2024,2,F,R64
4902,MS040,Rolex Shanghai Masters,2024,2,F,R64
4921,MS041,Rolex Shanghai Masters,2024,2,F,R64
4918,MS042,Rolex Shanghai Masters,2024,3,F,R64
4913,MS043,Rolex Shanghai Masters,2024,2,F,R64
4915,MS045,Rolex Shanghai Masters,2024,2,F,R64
4926,MS046,Rolex Shanghai Masters,2024,3,F,R64
4904,MS047,Rolex Shanghai Masters,2024,2,F,R64
4906,MS048,Rolex Shanghai Masters,2024,3,F,R64
4922,MS049,Rolex Shanghai Masters,2024,2,F,R64
4917,MS050,Rolex Shanghai Masters,2024,2,F,R64
4907,MS051,Rolex Shanghai Masters,2024,3,F,R64
4910,MS052,Rolex Shanghai Masters,2024,2,F,R64
4916,MS053,Rolex Shanghai Masters,2024,2,F,R64
4924,MS054,Rolex Shanghai Masters,2024,3,F,R64
4900,MS055,Rolex Shanghai Masters,2024,2,F,R64
4903,MS056,Rolex Shanghai Masters,2024,2,F,R64
4927,MS057,Rolex Shanghai Masters,2024,2,F,R64
4929,MS058,Rolex Shanghai Masters,2024,2,F,R64
4908,MS059,Rolex Shanghai Masters,2024,3,F,R64
4912,MS060,Rolex Shanghai Masters,2024,3,F,R64
4923,MS061,Rolex Shanghai Masters,2024,2,F,R64
4920,MS062,Rolex Shanghai Masters,2024,2,F,R64
4899,MS063,Rolex Shanghai Masters,2024,2,F,R64
4951,MS066,Rolex Shanghai Masters,2024,2,F,R128
4932,MS069,Rolex Shanghai Masters,2024,3,F,R128
4947,MS070,Rolex Shanghai Masters,2024,2,F,R128
4944,MS074,Rolex Shanghai Masters,2024,3,F,R128
4950,MS077,Rolex Shanghai Masters,2024,3,F,R128
4948,MS078,Rolex Shanghai Masters,2024,3,F,R128
4973,MS081,Rolex Shanghai Masters,2024,2,F,R128
4954,MS082,Rolex Shanghai Masters,2024,2,F,R128
4943,MS085,Rolex Shanghai Masters,2024,2,F,R128
4933,MS086,Rolex Shanghai Masters,2024,2,F,R128
4945,MS090,Rolex Shanghai Masters,2024,2,F,R128
4935,MS093,Rolex Shanghai Masters,2024,2,F,R128
4949,MS094,Rolex Shanghai Masters,2024,3,F,R128
4938,MS097,Rolex Shanghai Masters,2024,3,F,R128
4936,MS101,Rolex Shanghai Masters,2024,2,F,R128
4930,MS102,Rolex Shanghai Masters,2024,2,F,R128
4955,MS105,Rolex Shanghai Masters,2024,1,F,R128
4946,MS106,Rolex Shanghai Masters,2024,2,F,R128
4952,MS109,Rolex Shanghai Masters,2024,2,F,R128
4941,MS110,Rolex Shanghai Masters,2024,2,F,R128
4961,MS113,Rolex Shanghai Masters,2024,2,F,R128
4953,MS114,Rolex Shanghai Masters,2024,3,F,R128
4942,MS117,Rolex Shanghai Masters,2024,2,F,R128
4931,MS118,Rolex Shanghai Masters,2024,2,F,R128
4937,MS121,Rolex Shanghai Masters,2024,2,F,R128
4940,MS122,Rolex Shanghai Masters,2024,2,F,R128
4939,MS125,Rolex Shanghai Masters,2024,3,F,R128
4928,MS126,Rolex Shanghai Masters,2024,2,F,R128
4982,QS016,Rolex Shanghai Masters,2024,3,F,Q2
4956,QS017,Rolex Shanghai Masters,2024,2,F,Q2
4957,QS018,Rolex Shanghai Masters,2024,3,F,Q2
4959,QS021,Rolex Shanghai Masters,2024,2,F,Q2
4960,QS023,Rolex Shanghai Masters,2024,3,F,Q2
4962,QS024,Rolex Shanghai Masters,2024,2,F,Q2
4965,QS032,Rolex Shanghai Masters,2024,2,F,Q1
4972,QS033,Rolex Shanghai Masters,2024,3,F,Q1
4975,QS035,Rolex Shanghai Masters,2024,2,F,Q1
4964,QS036,Rolex Shanghai Masters,2024,2,F,Q1
4963,QS040,Rolex Shanghai Masters,2024,2,F,Q1
4966,QS042,Rolex Shanghai Masters,2024,2,F,Q1
4976,QS043,Rolex Shanghai Masters,2024,3,F,Q1
4968,QS044,Rolex Shanghai Masters,2024,2,F,Q1
4967,QS046,Rolex Shanghai Masters,2024,2,F,Q1
4969,QS048,Rolex Shanghai Masters,2024,2,F,Q1
4974,QS049,Rolex Shanghai Masters,2024,2,F,Q1
4971,QS052,Rolex Shanghai Masters,2024,3,F,Q1
4970,QS055,Rolex Shanghai Masters,2024,2,F,Q1
3936,MS002,Rothesay International,2024,2,F,SF
3937,MS004,Rothesay International,2024,2,F,QF
3938,MS005,Rothesay International,2024,3,F,QF
3957,MS007,Rothesay International,2024,3,F,QF
3956,MS008,Rothesay International,2024,2,F,R16
3959,MS010,Rothesay International,2024,2,F,R16
3942,MS011,Rothesay International,2024,3,F,R16
3939,MS013,Rothesay International,2024,2,F,R16
3943,MS014,Rothesay International,2024,3,F,R16
3940,MS015,Rothesay International,2024,3,F,R16
3949,MS017,Rothesay International,2024,2,F,R32
3945,MS019,Rothesay International,2024,3,F,R32
3962,MS021,Rothesay International,2024,2,F,R32
3947,MS022,Rothesay International,2024,2,F,R32
3941,MS023,Rothesay International,2024,2,F,R32
3951,MS024,Rothesay International,2024,2,F,R32
3960,MS026,Rothesay International,2024,2,F,R32
3944,MS028,Rothesay International,2024,2,F,R32
3948,MS029,Rothesay International,2024,2,F,R32
3946,MS030,Rothesay International,2024,2,F,R32
3984,QS004,Rothesay International,2024,3,F,Q2
3950,QS005,Rothesay International,2024,2,F,Q2
3961,QS007,Rothesay International,2024,2,F,Q2
3952,QS008,Rothesay International,2024,2,F,Q1
3968,QS009,Rothesay International,2024,3,F,Q1
3954,QS011,Rothesay International,2024,2,F,Q1
3965,QS012,Rothesay International,2024,3,F,Q1
3963,QS014,Rothesay International,2024,3,F,Q1
5100,MS001,Swiss Indoors Basel,2024,2,F,F
5101,MS002,Swiss Indoors Basel,2024,2,F,SF
5098,MS003,Swiss Indoors Basel,2024,2,F,SF
5107,MS004,Swiss Indoors Basel,2024,3,F,QF
5102,MS005,Swiss Indoors Basel,2024,2,F,QF
5110,MS006,Swiss Indoors Basel,2024,2,F,QF
5103,MS007,Swiss Indoors Basel,2024,3,F,QF
5105,MS008,Swiss Indoors Basel,2024,2,F,R16
5108,MS009,Swiss Indoors Basel,2024,2,F,R16
5106,MS010,Swiss Indoors Basel,2024,2,F,R16
5111,MS011,Swiss Indoors Basel,2024,2,F,R16
5109,MS012,Swiss Indoors Basel,2024,3,F,R16
5104,MS013,Swiss Indoors Basel,2024,2,F,R16
5112,MS014,Swiss Indoors Basel,2024,2,F,R16
5114,MS015,Swiss Indoors Basel,2024,2,F,R16
5118,MS016,Swiss Indoors Basel,2024,2,F,R32
5126,MS017,Swiss Indoors Basel,2024,2,F,R32
5130,MS018,Swiss Indoors Basel,2024,3,F,R32
5125,MS019,Swiss Indoors Basel,2024,2,F,R32
5115,MS020,Swiss Indoors Basel,2024,3,F,R32
5129,MS021,Swiss Indoors Basel,2024,3,F,R32
5122,MS022,Swiss Indoors Basel,2024,2,F,R32
5120,MS023,Swiss Indoors Basel,2024,2,F,R32
5119,MS024,Swiss Indoors Basel,2024,3,F,R32
5121,MS025,Swiss Indoors Basel,2024,3,F,R32
5128,MS026,Swiss Indoors Basel,2024,2,F,R32
5116,MS027,Swiss Indoors Basel,2024,2,F,R32
5124,MS028,Swiss Indoors Basel,2024,2,F,R32
5127,MS029,Swiss Indoors Basel,2024,2,F,R32
5123,MS030,Swiss Indoors Basel,2024,2,F,R32
5117,MS031,Swiss Indoors Basel,2024,3,F,R32
5131,QS004,Swiss Indoors Basel,2024,2,F,Q2
5133,QS005,Swiss Indoors Basel,2024,3,F,Q2
5132,QS006,Swiss Indoors Basel,2024,2,F,Q2
5176,QS007,Swiss Indoors Basel,2024,2,F,Q2
5165,QS008,Swiss Indoors Basel,2024,3,F,Q1
5166,QS009,Swiss Indoors Basel,2024,3,F,Q1
5136,QS010,Swiss Indoors Basel,2024,2,F,Q1
5137,QS011,Swiss Indoors Basel,2024,3,F,Q1
5134,QS012,Swiss Indoors Basel,2024,2,F,Q1
5135,QS014,Swiss Indoors Basel,2024,2,F,Q1
5167,QS015,Swiss Indoors Basel,2024,3,F,Q1
3843,MS001,Terra Wortmann Open,2024,2,F,F
3844,MS002,Terra Wortmann Open,2024,2,F,SF
3845,MS003,Terra Wortmann Open,2024,2,F,SF
3846,MS004,Terra Wortmann Open,2024,3,F,QF
3849,MS006,Terra Wortmann Open,2024,2,F,QF
3848,MS007,Terra Wortmann Open,2024,3,F,QF
3859,MS008,Terra Wortmann Open,2024,3,F,R16
3853,MS009,Terra Wortmann Open,2024,2,F,R16
3851,MS010,Terra Wortmann Open,2024,3,F,R16
3850,MS012,Terra Wortmann Open,2024,2,F,R16
3854,MS013,Terra Wortmann Open,2024,3,F,R16
3852,MS015,Terra Wortmann Open,2024,2,F,R16
3855,MS016,Terra Wortmann Open,2024,3,F,R32
3864,MS017,Terra Wortmann Open,2024,3,F,R32
3895,MS018,Terra Wortmann Open,2024,3,F,R32
3861,MS019,Terra Wortmann Open,2024,2,F,R32
3858,MS020,Terra Wortmann Open,2024,2,F,R32
3867,MS021,Terra Wortmann Open,2024,3,F,R32
3857,MS024,Terra Wortmann Open,2024,2,F,R32
3863,MS025,Terra Wortmann Open,2024,2,F,R32
3862,MS026,Terra Wortmann Open,2024,2,F,R32
3860,MS027,Terra Wortmann Open,2024,2,F,R32
3865,MS029,Terra Wortmann Open,2024,2,F,R32
3866,MS030,Terra Wortmann Open,2024,2,F,R32
3869,QS004,Terra Wortmann Open,2024,2,F,Q2
3868,QS006,Terra Wortmann Open,2024,2,F,Q2
3870,QS008,Terra Wortmann Open,2024,2,F,Q1
3871,QS011,Terra Wortmann Open,2024,2,F,Q1
3872,QS013,Terra Wortmann Open,2024,2,F,Q1
3339,MS001,Tiriac Open,2024,2,F,F
3337,MS003,Tiriac Open,2024,2,F,SF
3342,MS004,Tiriac Open,2024,3,F,QF
3338,MS006,Tiriac Open,2024,3,F,QF
3343,MS007,Tiriac Open,2024,3,F,QF
3347,MS009,Tiriac Open,2024,3,F,R16
3345,MS011,Tiriac Open,2024,3,F,R16
3346,MS012,Tiriac Open,2024,2,F,R16
3344,MS013,Tiriac Open,2024,2,F,R16
3349,MS014,Tiriac Open,2024,3,F,R16
3341,MS015,Tiriac Open,2024,2,F,R16
3355,MS018,Tiriac Open,2024,3,F,R32
3351,MS019,Tiriac Open,2024,2,F,R32
3358,MS022,Tiriac Open,2024,3,F,R32
3352,MS023,Tiriac Open,2024,3,F,R32
3348,MS024,Tiriac Open,2024,2,F,R32
3353,MS025,Tiriac Open,2024,3,F,R32
3385,MS026,Tiriac Open,2024,3,F,R32
3350,MS028,Tiriac Open,2024,3,F,R32
3354,MS029,Tiriac Open,2024,2,F,R32
3356,MS030,Tiriac Open,2024,2,F,R32
3359,QS004,Tiriac Open,2024,2,F,Q2
3357,QS006,Tiriac Open,2024,2,F,Q2
3360,QS007,Tiriac Open,2024,2,F,Q2
3361,QS008,Tiriac Open,2024,2,F,Q1
3363,QS009,Tiriac Open,2024,3,F,Q1
3362,QS012,Tiriac Open,2024,2,F,Q1
3364,QS013,Tiriac Open,2024,2,F,Q1
4546,MS001,US Open,2024,3,F,F
4549,MS002,US Open,2024,3,F,SF
4543,MS003,US Open,2024,5,F,SF
4544,MS004,US Open,2024,4,F,QF
4545,MS005,US Open,2024,3,F,QF
4550,MS006,US Open,2024,4,F,QF
4548,MS007,US Open,2024,4,F,QF
4551,MS008,US Open,2024,3,F,R16
4552,MS009,US Open,2024,3,F,R16
4556,MS010,US Open,2024,3,F,R16
4558,MS011,US Open,2024,4,F,R16
4553,MS012,US Open,2024,4,F,R16
4547,MS013,US Open,2024,4,F,R16
4554,MS014,US Open,2024,5,F,R16
4555,MS015,US Open,2024,4,F,R16
4557,MS016,US Open,2024,3,F,R32
4567,MS017,US Open,2024,4,F,R32
4572,MS018,US Open,2024,5,F,R32
4561,MS019,US Open,2024,3,F,R32
4574,MS020,US Open,2024,3,F,R32
4571,MS021,US Open,2024,3,F,R32
4564,MS022,US Open,2024,4,F,R32
4569,MS023,US Open,2024,3,F,R32
4600,MS024,US Open,2024,5,F,R32
4566,MS025,US Open,2024,3,F,R32
4570,MS026,US Open,2024,4,F,R32
4562,MS027,US Open,2024,4,F,R32
4563,MS028,US Open,2024,3,F,R32
4565,MS029,US Open,2024,3,F,R32
4568,MS030,US Open,2024,5,F,R32
4559,MS031,US Open,2024,4,F,R32
4573,MS032,US Open,2024,3,F,R64
4602,MS033,US Open,2024,4,F,R64
4592,MS034,US Open,2024,4,F,R64
4599,MS037,US Open,2024,5,F,R64
4594,MS038,US Open,2024,4,F,R64
4578,MS039,US Open,2024,3,F,R64
4576,MS040,US Open,2024,3,F,R64
4590,MS041,US Open,2024,3,F,R64
4597,MS042,US Open,2024,4,F,R64
4620,MS043,US Open,2024,3,F,R64
4581,MS044,US Open,2024,3,F,R64
4596,MS045,US Open,2024,3,F,R64
4595,MS046,US Open,2024,3,F,R64
4582,MS047,US Open,2024,3,F,R64
4583,MS048,US Open,2024,4,F,R64
4604,MS049,US Open,2024,3,F,R64
4589,MS050,US Open,2024,4,F,R64
4584,MS051,US Open,2024,3,F,R64
4603,MS052,US Open,2024,3,F,R64
4588,MS053,US Open,2024,5,F,R64
4593,MS054,US Open,2024,5,F,R64
4577,MS055,US Open,2024,3,F,R64
4579,MS056,US Open,2024,5,F,R64
4598,MS057,US Open,2024,5,F,R64
4587,MS058,US Open,2024,2,F,R64
4580,MS059,US Open,2024,3,F,R64
4585,MS060,US Open,2024,3,F,R64
4586,MS061,US Open,2024,3,F,R64
4591,MS062,US Open,2024,3,F,R64
4575,MS063,US Open,2024,3,F,R64
4601,MS064,US Open,2024,4,F,R128
4666,MS065,US Open,2024,3,F,R128
4636,MS066,US Open,2024,3,F,R128
4627,MS067,US Open,2024,4,F,R128
4621,MS068,US Open,2024,4,F,R128
4643,MS069,US Open,2024,4,F,R128
4613,MS071,US Open,2024,4,F,R128
4652,MS074,US Open,2024,5,F,R128
4618,MS075,US Open,2024,3,F,R128
4632,MS076,US Open,2024,4,F,R128
4633,MS077,US Open,2024,5,F,R128
4649,MS078,US Open,2024,5,F,R128
4606,MS079,US Open,2024,4,F,R128
4607,MS080,US Open,2024,4,F,R128
4653,MS081,US Open,2024,3,F,R128
4637,MS082,US Open,2024,3,F,R128
4625,MS083,US Open,2024,3,F,R128
4624,MS084,US Open,2024,3,F,R128
4614,MS087,US Open,2024,3,F,R128
4610,MS088,US Open,2024,4,F,R128
4654,MS089,US Open,2024,4,F,R128
4651,MS090,US Open,2024,4,F,R128
4623,MS091,US Open,2024,5,F,R128
4630,MS092,US Open,2024,3,F,R128
4609,MS095,US Open,2024,3,F,R128
4634,MS096,US Open,2024,3,F,R128
4638,MS098,US Open,2024,5,F,R128
4626,MS099,US Open,2024,5,F,R128
4619,MS100,US Open,2024,3,F,R128
4640,MS101,US Open,2024,4,F,R128
4612,MS103,US Open,2024,3,F,R128
4617,MS104,US Open,2024,3,F,R128
4642,MS105,US Open,2024,3,F,R128
4646,MS106,US Open,2024,5,F,R128
4616,MS107,US Open,2024,4,F,R128
4629,MS108,US Open,2024,4,F,R128
4639,MS109,US Open,2024,3,F,R128
4650,MS110,US Open,2024,4,F,R128
4608,MS112,US Open,2024,3,F,R128
4647,MS114,US Open,2024,4,F,R128
4631,MS115,US Open,2024,4,F,R128
4622,MS116,US Open,2024,4,F,R128
4644,MS117,US Open,2024,3,F,R128
4645,MS118,US Open,2024,4,F,R128
4611,MS119,US Open,2024,3,F,R128
4635,MS121,US Open,2024,3,F,R128
4615,MS123,US Open,2024,4,F,R128
4628,MS124,US Open,2024,3,F,R128
4648,MS125,US Open,2024,5,F,R128
4641,MS126,US Open,2024,5,F,R128
4605,MS127,US Open,2024,3,F,R128
4662,QS019,US Open,2024,3,F,Q3
4657,QS021,US Open,2024,3,F,Q3
4655,QS022,US Open,2024,3,F,Q3
4686,QS023,US Open,2024,2,F,Q3
4663,QS024,US Open,2024,3,F,Q3
4659,QS025,US Open,2024,3,F,Q3
4656,QS027,US Open,2024,2,F,Q3
4661,QS029,US Open,2024,2,F,Q3
4660,QS030,US Open,2024,2,F,Q3
4658,QS031,US Open,2024,3,F,Q3
4680,QS034,US Open,2024,2,F,Q2
4670,QS037,US Open,2024,2,F,Q2
4675,QS038,US Open,2024,2,F,Q2
4674,QS039,US Open,2024,3,F,Q2
4682,QS041,US Open,2024,3,F,Q2
4665,QS042,US Open,2024,2,F,Q2
4685,QS043,US Open,2024,2,F,Q2
4689,QS044,US Open,2024,2,F,Q2
4681,QS045,US Open,2024,3,F,Q2
4683,QS046,US Open,2024,3,F,Q2
4677,QS047,US Open,2024,3,F,Q2
4676,QS048,US Open,2024,2,F,Q2
4664,QS050,US Open,2024,3,F,Q2
