tourney_year_id,tourney_name,tourney_type,year,match_header,match_link,p1_name,p1_id,p1_rank,p2_name,p2_id,p2_rank,winner_name,winner_id,p1_score,p2_score
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms027,Alexandre Muller,mp20,Q,Andrey Rublev,re44,4,Alexandre Muller,mp20,3;6;6,6;3;2
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms024,Stefanos Tsitsipas,te51,6,Cameron Norrie,n771,27,Stefanos Tsitsipas,te51,6;7,2;6
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms028,Hubert Hurkacz,hb71,7,Tomas Martin Etcheverry,ea24,25,Hubert Hurkacz,hb71,7;6,6;2
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms023,Grigor Dimitrov,d875,8,Terence Atmane,a0gc,Q,Grigor Dimitrov,d875,7;6,6;3
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms025,Alex de Minaur,dh58,9,Felix Auger-Aliassime,ag37,18,Alex de Minaur,dh58,6;6;6,7;4;4
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms029,Sebastian Baez,b0bi,17,Holger Rune,r0dg,10,Sebastian Baez,b0bi,2;6;6,6;2;3
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms022,Taylor Fritz,fb98,11,Sebastian Korda,k0ah,24,Taylor Fritz,fb98,6;6,3;4
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms018,Zhizhen Zhang,z371,,Ben Shelton,s0s1,12,Zhizhen Zhang,z371,6;6,2;4
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms030,Tommy Paul,pl56,14,Dominik Koepfer,ke73,,Tommy Paul,pl56,6;6,4;3
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms017,Karen Khachanov,ke29,16,Francisco Cerundolo,c0au,20,Karen Khachanov,ke29,6;6,2;4
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms026,Nicolas Jarry,j551,21,Stefano Napolitano,n679,WC,Nicolas Jarry,j551,6;4;6,2;6;4
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms021,Nuno Borges,bt72,,Francesco Passaro,p0ct,Q,Nuno Borges,bt72,4;7;7,6;6;6
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms019,Thiago Monteiro,mj08,Q,Miomir Kecmanovic,ki95,,Thiago Monteiro,mj08,6;4;7,2;6;6
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 64 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms032,Novak Djokovic,d643,1,Corentin Moutet,mw02,LL,Novak Djokovic,d643,6;6,3;1
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 64 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms063,Daniil Medvedev,mm58,2,Jack Draper,d0co,,Daniil Medvedev,mm58,7;6,5;4
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 64 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms040,Alexander Zverev,z355,3,Aleksandar Vukic,v832,,Alexander Zverev,z355,6;6,0;4
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 64 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms055,Andrey Rublev,re44,4,Marcos Giron,gc88,,Andrey Rublev,re44,5;6;7,7;4;5
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 64 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms039,Miomir Kecmanovic,ki95,,Casper Ruud,rh16,5,Miomir Kecmanovic,ki95,0;6;6,6;4;4
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 64 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms048,Stefanos Tsitsipas,te51,6,Jan-Lennard Struff,sl28,,Stefanos Tsitsipas,te51,6;6;6,7;4;4
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 64 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms056,Hubert Hurkacz,hb71,7,Rafael Nadal,n409,PR,Hubert Hurkacz,hb71,6;6,1;3
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 64 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms047,Grigor Dimitrov,d875,8,Yoshihito Nishioka,n732,,Grigor Dimitrov,d875,7;6,5;4
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 64 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms051,Alex de Minaur,dh58,9,Roberto Carballes Baena,cf59,,Alex de Minaur,dh58,6;6,3;2
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 64 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms059,Holger Rune,r0dg,10,Luca Nardi,n0bg,,Holger Rune,r0dg,6;6,4;4
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 64 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms044,Taylor Fritz,fb98,11,Fabio Fognini,f510,WC,Taylor Fritz,fb98,6;6,3;4
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 64 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms036,Ben Shelton,s0s1,12,Pavel Kotov,k09f,,Ben Shelton,s0s1,4;6;6,6;3;4
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 64 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms060,Tommy Paul,pl56,14,Aslan Karatsev,kc56,,Tommy Paul,pl56,6;6,4;2
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 64 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms043,Nuno Borges,bt72,,Alexander Bublik,bk92,15,Nuno Borges,bt72,6;6,4;4
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 64 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms035,Karen Khachanov,ke29,16,Alexander Shevchenko,s0h2,,Karen Khachanov,ke29,6;6,4;4
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 64 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms058,Sebastian Baez,b0bi,17,Dusan Lajovic,l987,,Sebastian Baez,b0bi,7;7,6;6
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 64 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms050,Felix Auger-Aliassime,ag37,18,Botic van de Zandschulp,v812,Q,Felix Auger-Aliassime,ag37,6;7,1;6
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 64 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms037,Zhizhen Zhang,z371,,Adrian Mannarino,me82,19,Zhizhen Zhang,z371,6;6,1;3
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 64 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms034,Francisco Cerundolo,c0au,20,Matteo Gigante,g0gd,WC,Francisco Cerundolo,c0au,6;6,1;3
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 64 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms053,Nicolas Jarry,j551,21,Matteo Arnaldi,a0fc,,Nicolas Jarry,j551,6;7,2;6
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 64 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms061,Dominik Koepfer,ke73,,Frances Tiafoe,td51,22,Dominik Koepfer,ke73,6;6,4;2
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 64 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms042,Francesco Passaro,p0ct,Q,Tallon Griekspoor,gj37,23,Francesco Passaro,p0ct,4;6;7,6;3;6
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 64 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms045,Sebastian Korda,k0ah,24,Flavio Cobolli,c0e9,,Sebastian Korda,k0ah,7;4;6,6;6;4
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 64 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms057,Tomas Martin Etcheverry,ea24,25,Thiago Seyboth Wild,sx91,,Tomas Martin Etcheverry,ea24,6;7,3;5
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 64 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms046,Terence Atmane,a0gc,Q,Lorenzo Musetti,m0ej,26,Terence Atmane,a0gc,7;1,5;0
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 64 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms049,Cameron Norrie,n771,27,Jaume Munar,mu94,,Cameron Norrie,n771,6;1;6,3;6;3
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 64 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms041,Luciano Darderi,d0fj,,Mariano Navone,n0bs,28,Luciano Darderi,d0fj,6;6,3;2
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 64 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms033,Alejandro Tabilo,te30,29,Yannick Hanfmann,h997,,Alejandro Tabilo,te30,6;7,3;6
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 64 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms062,Hamad Medjedovic,m0jf,Q,Alejandro Davidovich Fokina,dh50,30,Hamad Medjedovic,m0jf,7;6,6;4
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 64 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms054,Alexandre Muller,mp20,Q,Arthur Fils,f0f1,31,Alexandre Muller,mp20,7;6,5;3
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 64 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms038,Thiago Monteiro,mj08,Q,Jordan Thompson,tc61,32,Thiago Monteiro,mj08,6;6,1;3
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 64 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms052,Stefano Napolitano,n679,WC,Juncheng Shang,s0re,LL,Stefano Napolitano,n679,6;6;6,7;1;0
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,,Novak Djokovic,d643,1,Bye,0,,Novak Djokovic,d643,,
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,,Daniil Medvedev,mm58,2,Bye,0,,Daniil Medvedev,mm58,,
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,,Alexander Zverev,z355,3,Bye,0,,Alexander Zverev,z355,,
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,,Andrey Rublev,re44,4,Bye,0,,Andrey Rublev,re44,,
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,,Casper Ruud,rh16,5,Bye,0,,Casper Ruud,rh16,,
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,,Stefanos Tsitsipas,te51,6,Bye,0,,Stefanos Tsitsipas,te51,,
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,,Hubert Hurkacz,hb71,7,Bye,0,,Hubert Hurkacz,hb71,,
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,,Grigor Dimitrov,d875,8,Bye,0,,Grigor Dimitrov,d875,,
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,,Alex de Minaur,dh58,9,Bye,0,,Alex de Minaur,dh58,,
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,,Holger Rune,r0dg,10,Bye,0,,Holger Rune,r0dg,,
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,,Taylor Fritz,fb98,11,Bye,0,,Taylor Fritz,fb98,,
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,,Ben Shelton,s0s1,12,Bye,0,,Ben Shelton,s0s1,,
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,,Tommy Paul,pl56,14,Bye,0,,Tommy Paul,pl56,,
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,,Alexander Bublik,bk92,15,Bye,0,,Alexander Bublik,bk92,,
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,,Karen Khachanov,ke29,16,Bye,0,,Karen Khachanov,ke29,,
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,,Sebastian Baez,b0bi,17,Bye,0,,Sebastian Baez,b0bi,,
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,,Felix Auger-Aliassime,ag37,18,Bye,0,,Felix Auger-Aliassime,ag37,,
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,,Adrian Mannarino,me82,19,Bye,0,,Adrian Mannarino,me82,,
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,,Francisco Cerundolo,c0au,20,Bye,0,,Francisco Cerundolo,c0au,,
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,,Nicolas Jarry,j551,21,Bye,0,,Nicolas Jarry,j551,,
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,,Frances Tiafoe,td51,22,Bye,0,,Frances Tiafoe,td51,,
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,,Tallon Griekspoor,gj37,23,Bye,0,,Tallon Griekspoor,gj37,,
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,,Sebastian Korda,k0ah,24,Bye,0,,Sebastian Korda,k0ah,,
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,,Tomas Martin Etcheverry,ea24,25,Bye,0,,Tomas Martin Etcheverry,ea24,,
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,,Lorenzo Musetti,m0ej,26,Bye,0,,Lorenzo Musetti,m0ej,,
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,,Cameron Norrie,n771,27,Bye,0,,Cameron Norrie,n771,,
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,,Mariano Navone,n0bs,28,Bye,0,,Mariano Navone,n0bs,,
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,,Alejandro Tabilo,te30,29,Bye,0,,Alejandro Tabilo,te30,,
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,,Alejandro Davidovich Fokina,dh50,30,Bye,0,,Alejandro Davidovich Fokina,dh50,,
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,,Arthur Fils,f0f1,31,Bye,0,,Arthur Fils,f0f1,,
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,,Jordan Thompson,tc61,32,Bye,0,,Jordan Thompson,tc61,,
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms106,Matteo Arnaldi,a0fc,,Harold Mayot,m0g4,LL,Matteo Arnaldi,a0fc,3;7;6,6;5;4
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms093,Terence Atmane,a0gc,Q,Christopher Eubanks,e865,,Terence Atmane,a0gc,6;6,4;4
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms086,Nuno Borges,bt72,,Pedro Martinez,mo44,,Nuno Borges,bt72,6;6;7,7;4;6
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms102,Roberto Carballes Baena,cf59,,Christopher O'Connell,o483,,Roberto Carballes Baena,cf59,6;5,7;0
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms090,Flavio Cobolli,c0e9,,Maximilian Marterer,mn13,Q,Flavio Cobolli,c0e9,6;6,4;2
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms082,Luciano Darderi,d0fj,,Denis Shapovalov,su55,PR,Luciano Darderi,d0fj,6;6;7,7;3;6
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms126,Jack Draper,d0co,,Borna Coric,cg80,,Jack Draper,d0co,7;6,5;1
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms089,Fabio Fognini,f510,WC,Daniel Evans,e687,,Fabio Fognini,f510,6;3;6,4;6;2
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms069,Matteo Gigante,g0gd,WC,Giulio Zeppieri,z0a1,WC,Matteo Gigante,g0gd,7;6,6;4
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms110,Marcos Giron,gc88,,Emil Ruusuvuori,rh24,,Marcos Giron,gc88,3;6;6,6;3;3
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms066,Yannick Hanfmann,h997,,Jakub Mensik,m0ni,,Yannick Hanfmann,h997,6;6,3;2
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms121,Aslan Karatsev,kc56,,Mackenzie McDonald,mk66,,Aslan Karatsev,kc56,4;6;6,6;3;4
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms078,Miomir Kecmanovic,ki95,,Brandon Nakashima,n0ae,Q,Miomir Kecmanovic,ki95,6;6,4;4
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms122,Dominik Koepfer,ke73,,Andrea Vavassori,va08,WC,Dominik Koepfer,ke73,6;6,4;3
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms073,Pavel Kotov,k09f,,Alex Michelsen,m0qi,,Pavel Kotov,k09f,6;6,1;1
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms117,Dusan Lajovic,l987,,Lorenzo Sonego,su87,,Dusan Lajovic,l987,6;6;6,3;7;3
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms125,Hamad Medjedovic,m0jf,Q,Alexei Popyrin,p09z,,Hamad Medjedovic,m0jf,6;6,3;2
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms077,Thiago Monteiro,mj08,Q,Gael Monfils,mc65,,Thiago Monteiro,mj08,6;7,2;5
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms065,Corentin Moutet,mw02,LL,Roman Safiullin,sx50,,Corentin Moutet,mw02,3;7;6,6;6;2
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms109,Alexandre Muller,mp20,Q,Marton Fucsovics,f724,,Alexandre Muller,mp20,4;7;6,6;6;2
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms098,Jaume Munar,mu94,,Rinky Hijikata,h0bh,,Jaume Munar,mu94,6;7,4;5
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms113,Rafael Nadal,n409,PR,Zizou Bergs,bu13,Q,Rafael Nadal,n409,4;6;6,6;3;4
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms105,Stefano Napolitano,n679,WC,J.J. Wolf,w09g,LL,Stefano Napolitano,n679,6;7,2;6
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms118,Luca Nardi,n0bg,,Daniel Altmaier,ae14,,Luca Nardi,n0bg,6;6,4;4
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms094,Yoshihito Nishioka,n732,,Sebastian Ofner,o513,,Yoshihito Nishioka,n732,6;2;7,3;6;6
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms085,Francesco Passaro,p0ct,Q,Arthur Rinderknech,rc91,,Francesco Passaro,p0ct,6;7;7,7;5;6
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms114,Thiago Seyboth Wild,sx91,,Gregoire Barrere,bk24,Q,Thiago Seyboth Wild,sx91,6;6,4;2
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,,Juncheng Shang,s0re,LL,Bye,0,,Juncheng Shang,s0re,,
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms070,Alexander Shevchenko,s0h2,,Fabian Marozsan,m0ci,,Alexander Shevchenko,s0h2,6;6,3;2
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms097,Jan-Lennard Struff,sl28,,Pedro Cachin,cg04,,Jan-Lennard Struff,sl28,6;6,4;4
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms101,Botic van de Zandschulp,v812,Q,Nicolas Moreno De Alboran,mw18,Q,Botic van de Zandschulp,v812,7;6;7,5;7;6
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms081,Aleksandar Vukic,v832,,Diego Schwartzman,sm37,Q,Aleksandar Vukic,v832,6;6,2;2
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms074,Zhizhen Zhang,z371,,Daniel Elahi Galan,ge33,,Zhizhen Zhang,z371,6;7,2;5
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,2nd Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/qs016,Brandon Nakashima,n0ae,1,Jesper de Jong,d0c1,,Brandon Nakashima,n0ae,6;4;6,4;6;4
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,2nd Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/qs019,Thiago Monteiro,mj08,23,Corentin Moutet,mw02,4,Thiago Monteiro,mj08,6;6,3;4
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,2nd Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/qs024,Maximilian Marterer,mn13,9,Richard Gasquet,g628,21,Maximilian Marterer,mn13,6;6,3;4
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,2nd Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/qs025,Hamad Medjedovic,m0jf,,J.J. Wolf,w09g,10,Hamad Medjedovic,m0jf,6;6,1;4
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,2nd Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/qs026,Zizou Bergs,bu13,11,Juncheng Shang,s0re,18,Zizou Bergs,bu13,6;7,4;6
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,2nd Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/qs022,Gregoire Barrere,bk24,16,Felipe Meligeni Alves,mw75,,Gregoire Barrere,bk24,6;7,3;6
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,2nd Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/qs018,Alexandre Muller,mp20,17,Radu Albot,a829,,Alexandre Muller,mp20,7;6,5;2
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,2nd Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/qs021,Terence Atmane,a0gc,,Harold Mayot,m0g4,19,Terence Atmane,a0gc,6;2;6,3;6;2
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,2nd Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/qs027,Botic van de Zandschulp,v812,20,Facundo Bagnis,bf23,,Botic van de Zandschulp,v812,6;6,3;1
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,2nd Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/qs023,Francesco Passaro,p0ct,WC,Duje Ajdukovic,a0cj,24,Francesco Passaro,p0ct,7;6;7,6;7;6
