tourney_year_id,tourney_name,tourney_type,year,match_header,match_link,p1_name,p1_id,p1_rank,p2_name,p2_id,p2_rank,winner_name,winner_id,p1_score,p2_score
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 64 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/ms049,Daniel Altmaier,ae14,,Arthur Fils,f0f1,31,Daniel Altmaier,ae14,6;6,2;3
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 64 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/ms033,Pavel Kotov,k09f,,Jordan Thompson,tc61,32,Pavel Kotov,k09f,5;6;7,7;4;5
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,,Jannik Sinner,s0ag,1,Bye,0,,Jannik Sinner,s0ag,,
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,,Carlos Alcaraz,a0e2,2,Bye,0,,Carlos Alcaraz,a0e2,,
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,,Daniil Medvedev,mm58,3,Bye,0,,Daniil Medvedev,mm58,,
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,,Alexander Zverev,z355,4,Bye,0,,Alexander Zverev,z355,,
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,,Casper Ruud,rh16,5,Bye,0,,Casper Ruud,rh16,,
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,,Stefanos Tsitsipas,te51,6,Bye,0,,Stefanos Tsitsipas,te51,,
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,,Andrey Rublev,re44,7,Bye,0,,Andrey Rublev,re44,,
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,,Hubert Hurkacz,hb71,8,Bye,0,,Hubert Hurkacz,hb71,,
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,,Grigor Dimitrov,d875,9,Bye,0,,Grigor Dimitrov,d875,,
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,,Alex de Minaur,dh58,10,Bye,0,,Alex de Minaur,dh58,,
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,,Holger Rune,r0dg,11,Bye,0,,Holger Rune,r0dg,,
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,,Taylor Fritz,fb98,12,Bye,0,,Taylor Fritz,fb98,,
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,,Ugo Humbert,hh26,13,Bye,0,,Ugo Humbert,hh26,,
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,,Ben Shelton,s0s1,14,Bye,0,,Ben Shelton,s0s1,,
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,,Tommy Paul,pl56,15,Bye,0,,Tommy Paul,pl56,,
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,,Karen Khachanov,ke29,16,Bye,0,,Karen Khachanov,ke29,,
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,,Alexander Bublik,bk92,17,Bye,0,,Alexander Bublik,bk92,,
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,,Sebastian Baez,b0bi,18,Bye,0,,Sebastian Baez,b0bi,,
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,,Adrian Mannarino,me82,19,Bye,0,,Adrian Mannarino,me82,,
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,,Frances Tiafoe,td51,20,Bye,0,,Frances Tiafoe,td51,,
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,,Francisco Cerundolo,c0au,21,Bye,0,,Francisco Cerundolo,c0au,,
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,,Nicolas Jarry,j551,22,Bye,0,,Nicolas Jarry,j551,,
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,,Jan-Lennard Struff,sl28,23,Bye,0,,Jan-Lennard Struff,sl28,,
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,,Tallon Griekspoor,gj37,24,Bye,0,,Tallon Griekspoor,gj37,,
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,,Sebastian Korda,k0ah,25,Bye,0,,Sebastian Korda,k0ah,,
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,,Tomas Martin Etcheverry,ea24,26,Bye,0,,Tomas Martin Etcheverry,ea24,,
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,,Alejandro Davidovich Fokina,dh50,27,Bye,0,,Alejandro Davidovich Fokina,dh50,,
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,,Lorenzo Musetti,m0ej,28,Bye,0,,Lorenzo Musetti,m0ej,,
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,,Cameron Norrie,n771,29,Bye,0,,Cameron Norrie,n771,,
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,,Jiri Lehecka,l0bv,30,Bye,0,,Jiri Lehecka,l0bv,,
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,,Arthur Fils,f0f1,31,Bye,0,,Arthur Fils,f0f1,,
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,,Jordan Thompson,tc61,32,Bye,0,,Jordan Thompson,tc61,,
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/ms098,Daniel Altmaier,ae14,,Martin Landaluce,l0il,WC,Daniel Altmaier,ae14,6;7,1;5
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/ms081,Matteo Arnaldi,a0fc,,Christopher O'Connell,o483,,Matteo Arnaldi,a0fc,6;6,4;1
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/ms074,Felix Auger-Aliassime,ag37,,Yoshihito Nishioka,n732,,Felix Auger-Aliassime,ag37,4;6;6,6;1;4
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/ms113,Facundo Bagnis,bf23,Q,Brandon Nakashima,n0ae,Q,Facundo Bagnis,bf23,6;7,3;6
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/ms070,Roberto Bautista Agut,bd06,LL,Daniel Elahi Galan,ge33,,Roberto Bautista Agut,bd06,7;4;6,6;6;1
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/ms090,Pedro Cachin,cg04,,Sebastian Ofner,o513,,Pedro Cachin,cg04,6;6,3;3
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/ms085,Roberto Carballes Baena,cf59,,Dominik Koepfer,ke73,,Roberto Carballes Baena,cf59,6;3;7,1;6;6
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/ms069,Flavio Cobolli,c0e9,,Alejandro Tabilo,te30,,Flavio Cobolli,c0e9,5;6;6,7;4;4
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/ms110,Borna Coric,cg80,,Benjamin Hassan,hg94,Q,Borna Coric,cg80,6;7;6,7;5;3
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/ms117,Taro Daniel,da81,,Aleksandar Vukic,v832,,Taro Daniel,da81,6;6;6,2;7;1
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/ms102,Luciano Darderi,d0fj,,Gael Monfils,mc65,,Luciano Darderi,d0fj,6;6,4;2
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/ms097,Jack Draper,d0co,,Thanasi Kokkinakis,kd46,Q,Jack Draper,d0co,6;3;7,3;6;5
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/ms077,Joao Fonseca,f0fv,WC,Alex Michelsen,m0qi,,Joao Fonseca,f0fv,4;6;6,6;0;2
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/ms078,Miomir Kecmanovic,ki95,,Zhizhen Zhang,z371,,Miomir Kecmanovic,ki95,6;6,3;2
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/ms105,Lukas Klein,ki63,Q,Pablo Llamas Ruiz,l0cx,Q,Lukas Klein,ki63,6;4;7,1;6;6
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/ms066,Pavel Kotov,k09f,,Albert Ramos-Vinolas,r772,Q,Pavel Kotov,k09f,6;6,3;4
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/ms086,Tomas Machac,m0fh,,Emil Ruusuvuori,rh24,,Tomas Machac,m0fh,6;1;6,4;6;2
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/ms106,Fabian Marozsan,m0ci,,Aslan Karatsev,kc56,,Fabian Marozsan,m0ci,7;7,6;6
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/ms093,Hamad Medjedovic,m0jf,Q,Aleksandar Kovacevic,k0az,Q,Hamad Medjedovic,m0jf,4;7;6,6;5;4
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/ms073,Jakub Mensik,m0ni,,Yannick Hanfmann,h997,,Jakub Mensik,m0ni,6;7,4;6
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/ms094,Thiago Monteiro,mj08,Q,Dusan Lajovic,l987,,Thiago Monteiro,mj08,6;6,4;3
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/ms122,Jaume Munar,mu94,,Nuno Borges,bt72,,Jaume Munar,mu94,7;6,5;4
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/ms089,Rafael Nadal,n409,PR,Darwin Blanch,b0no,WC,Rafael Nadal,n409,6;6,1;0
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/ms118,Mariano Navone,n0bs,,Alexei Popyrin,p09z,,Mariano Navone,n0bs,7;6,5;2
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/ms082,Max Purcell,ph71,,Marcos Giron,gc88,,Max Purcell,ph71,4;6;7,6;4;6
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/ms125,Thiago Seyboth Wild,sx91,,Roman Safiullin,sx50,,Thiago Seyboth Wild,sx91,6;6,4;4
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/ms114,Juncheng Shang,s0re,WC,Corentin Moutet,mw02,Q,Juncheng Shang,s0re,6;6;7,7;2;6
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/ms109,Denis Shapovalov,su55,PR,Facundo Diaz Acosta,d0cg,,Denis Shapovalov,su55,6;3;6,4;6;3
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/ms126,Alexander Shevchenko,s0h2,,Arthur Rinderknech,rc91,,Alexander Shevchenko,s0h2,6;5;6,4;7;3
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/ms065,Lorenzo Sonego,su87,,Richard Gasquet,g628,Q,Lorenzo Sonego,su87,6;7,2;5
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/ms101,Luca Van Assche,v0dz,,Zizou Bergs,bu13,WC,Luca Van Assche,v0dz,6;6;6,4;7;1
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,Round of 128 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/ms121,Botic van de Zandschulp,v812,,Christopher Eubanks,e865,,Botic van de Zandschulp,v812,6;6,3;3
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,2nd Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/qs017,Pablo Llamas Ruiz,l0cx,AL,Federico Coria,ce77,2,Pablo Llamas Ruiz,l0cx,7;7,5;5
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,2nd Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/qs018,Albert Ramos-Vinolas,r772,16,Roberto Bautista Agut,bd06,3,Albert Ramos-Vinolas,r772,6;3;6,4;6;4
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,2nd Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/qs019,Brandon Nakashima,n0ae,4,Camilo Ugo Carabelli,u182,17,Brandon Nakashima,n0ae,7;7,6;6
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,2nd Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/qs020,Lukas Klein,ki63,22,Thiago Agustin Tirante,t0a1,5,Lukas Klein,ki63,6;6,3;3
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,2nd Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/qs022,Corentin Moutet,mw02,7,Abdullah Shelbayh,s0nv,WC,Corentin Moutet,mw02,6;6,2;2
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,2nd Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/qs023,Thanasi Kokkinakis,kd46,8,Dominic Thiem,tb69,14,Thanasi Kokkinakis,kd46,6;6,1;3
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,2nd Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/qs026,Aleksandar Kovacevic,k0az,11,Valentin Vacherot,va25,,Aleksandar Kovacevic,k0az,6;6,4;2
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,2nd Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/qs024,Richard Gasquet,g628,19,Duje Ajdukovic,a0cj,25,Richard Gasquet,g628,6;7,2;5
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,2nd Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/qs016,Thiago Monteiro,mj08,20,Radu Albot,a829,,Thiago Monteiro,mj08,7;1;6,6;6;4
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,2nd Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/qs025,Hamad Medjedovic,m0jf,,Francisco Comesana,c0df,21,Hamad Medjedovic,m0jf,6;6,4;1
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,2nd Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/qs027,Facundo Bagnis,bf23,,Giulio Zeppieri,z0a1,,Facundo Bagnis,bf23,6;6,4;4
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,2nd Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/qs021,Benjamin Hassan,hg94,AL,Shintaro Mochizuki,m0hu,,Benjamin Hassan,hg94,5;7;6,7;5;3
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/qs032,Radu Albot,a829,,Pedro Martinez,mo44,1,Radu Albot,a829,6;6,2;3
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/qs034,Federico Coria,ce77,2,Mikhail Kukushkin,k926,,Federico Coria,ce77,6;4;6,2;6;2
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/qs036,Roberto Bautista Agut,bd06,3,Amir Omarkhanov,o0e7,WC,Roberto Bautista Agut,bd06,6;6,2;1
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/qs038,Brandon Nakashima,n0ae,4,Reda Bennani,b0pu,WC,Brandon Nakashima,n0ae,6;6;6,1;7;1
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/qs040,Thiago Agustin Tirante,t0a1,5,Titouan Droguet,d0dw,,Thiago Agustin Tirante,t0a1,6;7,3;5
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/qs044,Corentin Moutet,mw02,7,Terence Atmane,a0gc,,Corentin Moutet,mw02,6;7,4;6
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/qs046,Thanasi Kokkinakis,kd46,8,Gregoire Barrere,bk24,,Thanasi Kokkinakis,kd46,6;6,2;2
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/qs050,Hamad Medjedovic,m0jf,,Hugo Gaston,g09o,10,Hamad Medjedovic,m0jf,4;6;6,6;3;1
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/qs052,Aleksandar Kovacevic,k0az,11,Matteo Gigante,g0gd,,Aleksandar Kovacevic,k0az,6;6,3;3
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/qs054,Facundo Bagnis,bf23,,David Goffin,gb88,12,Facundo Bagnis,bf23,6;2;6,2;6;3
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/qs055,Giulio Zeppieri,z0a1,,Maximilian Marterer,mn13,13,Giulio Zeppieri,z0a1,6;7,3;6
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/qs047,Dominic Thiem,tb69,14,Felipe Meligeni Alves,mw75,,Dominic Thiem,tb69,6;3;7,2;6;5
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/qs037,Albert Ramos-Vinolas,r772,16,Diego Schwartzman,sm37,,Albert Ramos-Vinolas,r772,3;7;6,6;6;2
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/qs039,Camilo Ugo Carabelli,u182,17,Bernabe Zapata Miralles,z419,,Camilo Ugo Carabelli,u182,6;6,4;4
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/qs043,Shintaro Mochizuki,m0hu,,Alexandre Muller,mp20,18,Shintaro Mochizuki,m0hu,7;2,6;0
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/qs049,Richard Gasquet,g628,19,Stefano Napolitano,n679,AL,Richard Gasquet,g628,6;6,4;3
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/qs033,Thiago Monteiro,mj08,20,Lucas Pouille,pf39,WC,Thiago Monteiro,mj08,4;6;6,6;4;4
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/qs051,Francisco Comesana,c0df,21,Andrea Vavassori,va08,,Francisco Comesana,c0df,6;7,4;5
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/qs041,Lukas Klein,ki63,22,Pol Martin Tiffon,m0ea,WC,Lukas Klein,ki63,6;6,3;2
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/qs053,Valentin Vacherot,va25,,Jurij Rodionov,r09x,23,Valentin Vacherot,va25,6;2;6,3;6;2
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/qs045,Abdullah Shelbayh,s0nv,WC,Vit Kopriva,ki82,24,Abdullah Shelbayh,s0nv,6;1;6,1;6;1
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/qs048,Duje Ajdukovic,a0cj,25,Pierre-Hugues Herbert,h996,,Duje Ajdukovic,a0cj,7;7,5;5
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/qs042,Benjamin Hassan,hg94,AL,Emilio Nava,n0am,,Benjamin Hassan,hg94,6;6,4;2
2024-1536,ATP Masters 1000 Madrid,Masters 1000,2024,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2024/1536/qs035,Pablo Llamas Ruiz,l0cx,AL,Quentin Halys,hb64,,Pablo Llamas Ruiz,l0cx,6;6,2;4
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Finals -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms001,Alexander Zverev,z355,3,Nicolas Jarry,j551,21,Alexander Zverev,z355,6;7,4;5
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Semi-Finals -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms002,Alexander Zverev,z355,3,Alejandro Tabilo,te30,29,Alexander Zverev,z355,1;7;6,6;6;2
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Semi-Finals -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms003,Nicolas Jarry,j551,21,Tommy Paul,pl56,14,Nicolas Jarry,j551,6;6;6,3;7;3
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Quarter-Finals -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms005,Alexander Zverev,z355,3,Taylor Fritz,fb98,11,Alexander Zverev,z355,6;6,4;3
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Quarter-Finals -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms006,Nicolas Jarry,j551,21,Stefanos Tsitsipas,te51,6,Nicolas Jarry,j551,3;7;6,6;5;4
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Quarter-Finals -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms007,Tommy Paul,pl56,14,Hubert Hurkacz,hb71,7,Tommy Paul,pl56,7;3;6,5;6;3
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Quarter-Finals -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms004,Alejandro Tabilo,te30,29,Zhizhen Zhang,z371,,Alejandro Tabilo,te30,6;6,3;4
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 16 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms015,Tommy Paul,pl56,14,Daniil Medvedev,mm58,2,Tommy Paul,pl56,6;6,1;4
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 16 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms010,Alexander Zverev,z355,3,Nuno Borges,bt72,,Alexander Zverev,z355,6;7,2;5
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 16 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms012,Stefanos Tsitsipas,te51,6,Alex de Minaur,dh58,9,Stefanos Tsitsipas,te51,6;6,1;2
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 16 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms014,Hubert Hurkacz,hb71,7,Sebastian Baez,b0bi,17,Hubert Hurkacz,hb71,5;7;6,7;6;4
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 16 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms011,Taylor Fritz,fb98,11,Grigor Dimitrov,d875,8,Taylor Fritz,fb98,6;6;6,2;7;1
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 16 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms008,Alejandro Tabilo,te30,29,Karen Khachanov,ke29,16,Alejandro Tabilo,te30,7;7,6;6
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 16 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms013,Nicolas Jarry,j551,21,Alexandre Muller,mp20,Q,Nicolas Jarry,j551,7;6,5;3
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 16 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms009,Zhizhen Zhang,z371,,Thiago Monteiro,mj08,Q,Zhizhen Zhang,z371,7;6,6;3
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms016,Alejandro Tabilo,te30,29,Novak Djokovic,d643,1,Alejandro Tabilo,te30,6;6,2;3
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms031,Daniil Medvedev,mm58,2,Hamad Medjedovic,m0jf,Q,Daniil Medvedev,mm58,7;2;7,6;6;5
2024-416,ATP Masters 1000 Rome,Masters 1000,2024,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2024/416/ms020,Alexander Zverev,z355,3,Luciano Darderi,d0fj,,Alexander Zverev,z355,7;6,6;2
